grn_id,date_id,supplier_id,material_id,quantity_received,quantity_rejected,rejection_cost,ppm
900061,20250216,5,104,3092,55,2875.59,17787.84
900062,20250216,1,101,6862,187,11774.57,27251.53
900063,20250218,1,102,10991,129,17301.17,11736.88
900064,20250218,3,104,4347,213,16782.24,48999.31
900065,20250220,3,104,9851,280,27658.52,28423.51
900066,20250220,2,101,8707,25,1818.36,2871.25
900067,20250220,4,104,6767,273,33101.68,40342.84
900068,20250222,3,104,3667,168,23760.92,45814.02
900069,20250222,5,102,4918,169,29838.22,34363.56
900070,20250222,4,104,4008,129,8274.53,32185.63
900071,20250224,6,102,10225,179,17414.76,17506.11
900072,20250224,3,104,10933,318,46167.24,29086.25
900073,20250224,2,101,10138,438,75828.43,43203.79
900074,20250224,5,103,3688,57,5477.95,15455.53
900075,20250226,1,103,11700,193,32786.69,16495.73
900076,20250226,4,102,8740,125,18894.08,14302.06
900077,20250226,5,101,3015,25,3433.74,8291.87
900078,20250228,3,104,11216,21,1531.4,1872.33
900079,20250228,6,102,8851,82,6136.63,9264.49
900080,20250228,4,104,10834,244,43619.06,22521.69
900081,20250302,4,103,10273,122,14934.41,11875.79
900082,20250302,5,103,7431,132,20447.15,17763.42
900083,20250302,1,103,7719,111,11260.83,14380.1
900084,20250304,5,104,7667,65,5626.93,8477.89
900085,20250304,6,103,6792,54,8385.07,7950.53
900086,20250304,2,104,7426,239,16999.39,32184.22
900087,20250304,3,102,8483,207,24524.0,24401.74
900088,20250306,4,101,8735,13,1545.77,1488.27
900089,20250306,3,102,11019,416,45956.34,37752.97
900090,20250308,3,102,5127,121,7603.34,23600.55
900091,20250308,2,104,7690,206,17213.94,26788.04
900092,20250310,5,101,9013,353,28375.15,39165.65
900093,20250310,1,102,9569,392,42050.03,40965.62
900094,20250310,6,101,7728,207,18971.93,26785.71
900095,20250312,6,102,9521,439,76941.14,46108.6
900096,20250312,3,102,4511,221,25838.63,48991.35
900097,20250314,3,101,3709,76,7067.03,20490.7
900098,20250314,1,104,7788,290,45311.33,37236.77
900099,20250314,2,104,7100,278,40084.89,39154.93
900100,20250316,2,102,11568,511,41910.1,44173.58
900101,20250316,1,101,8362,10,987.78,1195.89
900102,20250316,4,103,8763,379,23257.11,43250.03
900103,20250316,6,103,4424,5,810.09,1130.2
900104,20250318,3,101,10725,81,10140.38,7552.45
900105,20250318,5,104,5719,60,9263.54,10491.34
900106,20250318,6,102,10738,408,29581.03,37995.9
900107,20250318,4,104,10219,293,50985.26,28672.08
900108,20250320,5,103,8569,142,22294.76,16571.36
900109,20250320,2,101,9542,153,10636.52,16034.37
900110,20250320,3,101,8057,126,7788.16,15638.58
900111,20250322,4,104,11394,12,810.11,1053.19
900112,20250322,6,101,8531,272,46250.59,31883.72
900113,20250324,1,101,6339,139,15413.19,21927.75
900114,20250324,6,103,7201,338,48876.36,46937.93
900115,20250324,3,101,11207,248,14261.22,22129.03
900116,20250324,5,102,6508,237,28169.04,36416.72
900117,20250326,3,102,10307,111,6268.34,10769.38
900118,20250326,5,101,3824,174,29279.14,45502.09
900119,20250326,2,103,3699,4,417.41,1081.37
900120,20250328,5,103,7366,28,3754.91,3801.25
900121,20250328,1,101,8489,386,60009.36,45470.61
900122,20250328,4,103,11811,305,28288.85,25823.38
900123,20250330,5,104,5496,133,21585.65,24199.42
900124,20250330,4,101,7566,213,23412.35,28152.26
900125,20250330,6,102,4341,110,8595.13,25339.78
900126,20250401,2,101,9992,301,51624.66,30124.1
900127,20250401,4,102,3937,10,1372.67,2540.01
900128,20250403,6,103,8228,297,25463.21,36096.26
900129,20250403,3,101,6384,210,14500.1,32894.74
900130,20250403,5,101,8003,24,3932.74,2998.88
900131,20250405,3,102,6318,58,4561.52,9180.12
900132,20250405,2,103,4978,98,9868.34,19686.62
900133,20250405,4,102,9676,11,1164.57,1136.83
900134,20250405,1,101,11352,196,15442.45,17265.68
900135,20250407,1,103,8777,175,11185.72,19938.48
900136,20250407,4,104,6202,158,10812.5,25475.65
900137,20250407,6,102,7032,29,2575.09,4124.0
900138,20250409,5,102,8561,25,3979.08,2920.22
900139,20250409,1,104,8375,264,15823.58,31522.39
900140,20250411,1,101,8118,324,57722.7,39911.31
900141,20250411,2,104,4923,197,15599.48,40016.25
900142,20250413,1,103,10996,363,56201.53,33012.0
900143,20250413,5,102,4823,146,19687.78,30271.62
900144,20250413,6,101,4608,210,16897.69,45572.92
900145,20250415,5,104,9057,245,19744.01,27050.9
900146,20250415,3,103,8671,291,47356.76,33560.14
900147,20250415,1,103,6185,184,16333.77,29749.39
900148,20250417,4,103,6577,8,625.51,1216.36
900149,20250417,5,103,9834,446,64433.53,45352.86
900150,20250417,6,103,3974,18,1444.35,4529.44
900151,20250419,1,103,6224,186,24998.5,29884.32
900152,20250419,2,103,4951,176,18142.47,35548.37
900153,20250419,6,102,7461,295,46752.6,39538.94
900154,20250421,4,102,4222,30,1558.46,7105.64
900155,20250421,1,102,8308,117,7851.63,14082.81
900156,20250421,2,101,9972,239,34906.78,23967.11
900157,20250423,5,102,10300,192,15254.25,18640.78
900158,20250423,6,101,8104,341,52586.6,42077.99
900159,20250425,1,101,11285,164,14643.72,14532.57
900160,20250425,5,103,6569,124,6895.61,18876.54
900161,20250427,5,104,9051,20,3019.61,2209.7
900162,20250427,1,103,7165,38,6251.24,5303.56
900163,20250427,6,102,7657,164,16952.62,21418.31
900164,20250427,4,103,10455,127,8743.14,12147.3
900165,20250429,4,102,7782,70,9529.01,8995.12
900166,20250429,2,101,3490,9,744.11,2578.8
900167,20250429,6,101,9294,341,30387.78,36690.34
900168,20250429,3,104,4114,1,119.38,243.07
900169,20250501,2,101,5967,65,9485.13,10893.25
900170,20250501,3,101,11106,197,16638.87,17738.16
900171,20250501,5,101,11195,104,9137.49,9289.86
900172,20250501,6,102,4545,140,14209.02,30803.08
900173,20250503,2,103,10346,110,16846.2,10632.13
900174,20250503,5,104,5169,34,3908.3,6577.67
900175,20250503,4,102,5005,1,76.58,199.8
900176,20250505,3,103,3455,107,16064.53,30969.61
900177,20250505,5,103,11105,194,25847.09,17469.61
900178,20250505,2,104,11429,38,5360.13,3324.88
900179,20250505,1,102,3931,1,86.98,254.39
900180,20250507,1,102,6387,253,21176.39,39611.71
900181,20250507,2,104,6854,201,29041.48,29325.94
900182,20250507,3,102,6207,284,19082.76,45754.79
900183,20250509,4,101,6303,187,12873.8,29668.41
900184,20250509,1,101,8296,15,1466.18,1808.1
900185,20250509,3,101,9630,312,51589.07,32398.75
900186,20250511,6,104,11718,463,47161.28,39511.86
900187,20250511,1,101,9726,418,42257.7,42977.59
900188,20250511,4,104,6945,143,14841.06,20590.35
900189,20250511,3,103,5980,174,17525.44,29096.99
900190,20250513,4,101,5495,229,19759.41,41674.25
900191,20250513,6,103,3954,59,8034.35,14921.6
900192,20250513,2,101,3094,146,24680.98,47188.11
900193,20250515,3,102,4205,151,15802.97,35909.63
900194,20250515,4,102,7394,355,29911.77,48011.9
900195,20250517,3,101,9636,127,13759.04,13179.74
900196,20250517,1,102,3821,150,12732.57,39256.74
900197,20250517,6,101,7908,253,13159.21,31992.92
900198,20250519,6,104,10714,387,49614.53,36120.96
900199,20250519,5,103,4965,124,16680.28,24974.82
900200,20250519,4,104,7764,196,21382.53,25244.72
900201,20250519,1,104,5513,218,18162.84,39542.9
900202,20250521,4,101,9132,348,33161.19,38107.75
900203,20250521,6,101,6026,214,17149.72,35512.78
900204,20250523,2,102,11519,522,34507.4,45316.43
900205,20250523,4,103,7090,33,5395.24,4654.44
900206,20250523,3,103,4088,88,11254.85,21526.42
900207,20250523,6,103,6854,211,12417.75,30784.94
900208,20250525,4,101,11549,280,37042.76,24244.52
900209,20250525,6,104,10834,94,15710.77,8676.39
900210,20250527,2,102,7082,272,22740.87,38407.23
900211,20250527,6,103,11199,530,48953.34,47325.65
900212,20250527,1,104,5722,112,7661.82,19573.58
900213,20250529,5,102,4992,105,9464.67,21033.65
900214,20250529,3,102,6823,44,5625.14,6448.78
900215,20250529,1,103,3077,88,11145.89,28599.29
900216,20250529,6,103,5870,199,16197.2,33901.19
900217,20250531,1,102,10044,445,46192.27,44305.06
900218,20250531,6,101,3627,55,5996.12,15164.05
900219,20250531,4,102,11209,219,21941.75,19537.87
900220,20250531,2,101,4935,7,1071.94,1418.44
900221,20250602,4,102,11829,500,77350.07,42269.0
900222,20250602,3,102,9398,87,13722.33,9257.29
900223,20250604,1,101,10698,308,45193.65,28790.43
900224,20250604,3,103,6639,216,16366.98,32535.02
900225,20250606,6,101,10342,469,25448.38,45349.06
900226,20250606,3,101,5004,208,33255.46,41566.75
900227,20250606,5,101,7891,66,8549.14,8363.96
900228,20250608,4,102,10108,133,20021.67,13157.89
900229,20250608,5,101,8999,93,13138.88,10334.48
900230,20250608,6,102,9849,38,2666.79,3858.26
900231,20250608,1,102,6461,178,25799.13,27549.91
900232,20250610,2,101,3310,40,2762.46,12084.59
900233,20250610,5,104,9514,342,48291.25,35947.03
900234,20250612,2,103,9953,432,52176.45,43404.0
900235,20250612,6,104,5477,45,4334.67,8216.18
900236,20250612,1,102,6000,181,23535.87,30166.67
900237,20250614,2,103,11115,171,14527.54,15384.62
900238,20250614,5,102,11033,409,59157.54,37070.61
900239,20250614,4,102,3773,124,18038.52,32865.09
900240,20250614,1,101,3051,134,11740.09,43920.03
900241,20250616,6,104,3068,64,3467.37,20860.5
900242,20250616,1,103,5013,84,13621.57,16756.43
900243,20250616,3,104,11442,365,65068.75,31900.02
900244,20250616,4,102,3263,156,19517.74,47808.76
900245,20250618,5,104,8825,286,46937.46,32407.93
900246,20250618,2,101,9381,328,52433.35,34964.29
900247,20250620,5,103,11864,122,12004.05,10283.21
900248,20250620,4,102,10367,253,37197.04,24404.36
900249,20250622,4,101,5412,14,780.02,2586.84
900250,20250622,5,103,3373,108,10726.97,32018.97
900251,20250624,4,104,6982,211,34812.85,30220.57
900252,20250624,1,102,11111,129,21310.8,11610.12
900253,20250624,5,103,4395,84,12616.51,19112.63
900254,20250626,1,103,7092,338,26999.88,47659.33
900255,20250626,2,101,7190,83,8540.81,11543.81
900256,20250626,5,102,8913,178,30022.0,19970.83
900257,20250628,2,101,6354,46,5830.46,7239.53
900258,20250628,1,102,8598,53,3064.18,6164.22
900259,20250628,5,101,8825,42,4040.75,4759.21
900260,20250628,3,104,8759,404,38871.2,46123.99
900261,20250630,4,101,11445,321,56585.04,28047.18
900262,20250630,3,101,3354,79,13179.99,23553.97
900263,20250630,6,103,7622,10,562.21,1311.99
900264,20250630,5,101,7605,268,36080.65,35239.97
900265,20250702,3,101,3164,70,4408.21,22123.89
900266,20250702,5,103,9188,217,34130.83,23617.76
900267,20250702,4,101,5847,197,25922.44,33692.49
900268,20250702,6,104,5350,1,95.98,186.92
900269,20250704,4,104,10735,328,26882.18,30554.26
900270,20250704,5,103,9917,235,27383.55,23696.68
900271,20250704,1,101,9408,457,50943.61,48575.68
900272,20250704,2,104,5055,190,19637.73,37586.55
900273,20250706,3,103,3799,137,10902.12,36062.12
900274,20250706,4,104,9463,212,28483.36,22403.04
900275,20250706,6,104,5948,112,12913.46,18829.86
900276,20250706,2,102,7861,171,24649.96,21752.96
900277,20250708,5,104,8775,117,18407.4,13333.33
900278,20250708,2,102,9286,15,1343.58,1615.33
900279,20250708,1,103,3740,60,10574.68,16042.78
900280,20250710,3,101,10924,252,29690.92,23068.47
900281,20250710,6,104,11364,99,16164.76,8711.72
900282,20250712,4,103,6594,100,14186.26,15165.3
900283,20250712,3,102,4877,65,10305.26,13327.87
900284,20250714,1,104,7300,134,15618.61,18356.16
900285,20250714,5,103,4309,136,21711.48,31561.85
900286,20250716,1,101,6674,302,53456.33,45250.22
900287,20250716,2,104,4457,33,4628.44,7404.08
900288,20250716,3,101,9105,191,12499.0,20977.48
900289,20250716,6,101,9489,306,35320.36,32247.87
900290,20250718,6,101,4046,20,2125.62,4943.15
900291,20250718,3,102,10094,248,43639.72,24569.05
900292,20250720,3,104,11881,589,37942.73,49574.95
900293,20250720,4,102,3916,110,8700.5,28089.89
900294,20250720,5,102,9999,116,20270.88,11601.16
900295,20250720,1,102,4354,217,15805.25,49839.23
900296,20250722,1,102,11233,483,35124.74,42998.31
900297,20250722,4,101,10881,298,50759.23,27387.19
900298,20250722,6,104,9627,200,28074.56,20774.9
900299,20250724,6,102,4279,130,23058.1,30380.93
900300,20250724,1,102,4355,38,6772.64,8725.6
900301,20250724,3,102,11824,166,28508.53,14039.24
900302,20250724,2,103,10637,455,25927.38,42775.22
900303,20250726,5,103,6714,283,34935.73,42150.73
900304,20250726,6,102,11125,31,3170.43,2786.52
900305,20250728,4,103,8257,104,6310.64,12595.37
900306,20250728,1,101,6715,126,20313.4,18763.96
900307,20250728,3,101,5328,266,20229.65,49924.92
900308,20250728,6,104,5759,168,10824.7,29171.73
900309,20250730,1,101,10829,144,21656.27,13297.63
900310,20250730,5,102,4781,124,18458.64,25936.0
900311,20250801,3,103,4737,67,9085.77,14143.97
900312,20250801,1,102,6056,300,53126.4,49537.65
900313,20250801,4,102,11012,397,63450.26,36051.58
900314,20250803,1,103,9763,103,8177.4,10550.04
900315,20250803,4,101,5386,41,6723.24,7612.33
900316,20250803,6,101,10649,68,5111.66,6385.58
900317,20250803,2,104,4648,218,13637.37,46901.89
900318,20250805,6,103,10740,333,18616.75,31005.59
900319,20250805,3,103,5073,59,4629.53,11630.2
900320,20250807,4,103,7693,361,30954.74,46925.78
900321,20250807,1,103,7844,243,18301.24,30979.09
900322,20250807,2,102,11154,146,20222.51,13089.47
900323,20250809,5,103,11204,92,6040.27,8211.35
900324,20250809,6,101,9898,169,29637.59,17074.16
900325,20250811,6,104,11780,191,31720.05,16213.92
900326,20250811,2,102,8187,134,17082.61,16367.41
900327,20250813,6,103,5076,253,37958.19,49842.4
900328,20250813,1,104,5393,115,13018.54,21323.94
900329,20250813,2,102,3852,115,18531.59,29854.62
900330,20250813,4,103,10652,367,46202.49,34453.62
900331,20250815,4,104,7407,336,17059.46,45362.49
900332,20250815,2,102,4685,9,609.05,1921.02
900333,20250815,6,104,4095,42,2474.26,10256.41
900334,20250815,5,104,10541,342,17844.51,32444.74
900335,20250817,2,104,11264,136,11561.45,12073.86
900336,20250817,3,103,5434,134,8852.93,24659.55
900337,20250817,4,102,8570,336,40684.2,39206.53
900338,20250817,5,104,11990,408,48788.87,34028.36
900339,20250819,3,104,11830,589,90422.72,49788.67
900340,20250819,4,103,6420,234,25514.46,36448.6
900341,20250819,1,102,10366,412,43521.1,39745.32
900342,20250819,2,101,7810,86,15067.08,11011.52
900343,20250821,3,104,11760,317,37341.25,26955.78
900344,20250821,1,103,8596,88,12987.03,10237.32
900345,20250821,6,103,9225,422,47359.78,45745.26
900346,20250821,2,102,5145,244,31648.41,47424.68
900347,20250823,2,102,5252,248,42715.56,47220.11
900348,20250823,5,104,8305,66,6328.76,7947.02
900349,20250825,2,102,4656,157,8927.95,33719.93
900350,20250825,4,103,4136,188,15318.31,45454.55
900351,20250827,5,101,9022,394,28033.02,43671.03
900352,20250827,3,102,9121,308,25436.54,33768.23
900353,20250829,3,103,7050,241,31564.58,34184.4
900354,20250829,4,102,9978,308,49081.39,30867.91
900355,20250829,5,101,8745,323,20094.63,36935.39
900356,20250831,6,102,3683,136,16294.44,36926.42
900357,20250831,3,104,11498,491,25146.3,42703.08
900358,20250831,5,104,9651,95,13499.27,9843.54
900359,20250831,4,101,4558,24,1414.88,5265.47
900360,20250902,6,104,11126,272,44290.57,24447.24
900361,20250902,3,104,9519,181,28033.74,19014.6
900362,20250902,1,104,6748,265,25877.86,39270.9
900363,20250904,3,101,4487,9,1060.31,2005.79
900364,20250904,5,101,5157,105,6164.17,20360.67
900365,20250904,6,104,6717,292,47676.45,43471.79
900366,20250906,5,102,8780,284,21531.74,32346.24
900367,20250906,6,101,3775,65,4865.92,17218.54
900368,20250906,3,102,5700,13,907.56,2280.7
900369,20250908,5,104,8722,111,8409.06,12726.44
900370,20250908,1,102,9734,232,14307.97,23833.98
900371,20250910,6,101,9462,193,16134.56,20397.38
900372,20250910,1,103,5549,6,982.92,1081.28
900373,20250910,2,104,9763,203,16879.01,20792.79
900374,20250912,3,102,8243,94,10711.36,11403.62
900375,20250912,6,104,4587,40,5210.99,8720.3
900376,20250912,5,102,11431,159,19889.92,13909.54
900377,20250914,6,104,3756,41,5307.73,10915.87
900378,20250914,3,102,9924,421,69065.31,42422.41
900379,20250914,4,103,8812,174,20274.47,19745.8
900380,20250916,6,102,7931,84,13824.36,10591.35
900381,20250916,3,103,6582,205,19113.56,31145.55
900382,20250916,1,101,11938,351,29286.08,29401.91
900383,20250916,2,103,5476,28,4702.52,5113.22
900384,20250918,6,103,5399,192,17145.71,35562.14
900385,20250918,2,103,4626,16,1449.69,3458.71
900386,20250918,4,101,5567,260,40844.35,46703.79
900387,20250918,1,103,10180,148,22577.61,14538.31
900388,20250920,6,103,6324,257,42044.73,40638.84
900389,20250920,3,102,9166,219,25631.33,23892.65
900390,20250922,4,102,10300,462,72496.75,44854.37
900391,20250922,1,102,9988,118,16160.58,11814.18
900392,20250924,1,101,5147,48,3849.18,9325.82
900393,20250924,3,102,10240,154,8804.91,15039.06
900394,20250926,1,104,5254,84,14257.11,15987.82
900395,20250926,4,104,11522,90,11554.0,7811.14
900396,20250926,3,103,10752,25,1782.79,2325.15
900397,20250926,6,103,3331,27,3050.3,8105.67
900398,20250928,3,103,7368,239,29737.19,32437.57
900399,20250928,4,102,7900,265,25473.8,33544.3
900400,20250928,5,103,11426,250,28132.44,21879.92
900401,20250928,2,101,3193,41,2463.64,12840.59
900402,20250930,1,101,9589,433,29211.36,45155.91
900403,20250930,5,103,10723,520,81740.32,48493.89
900404,20250930,6,104,6382,268,20382.33,41993.11
900405,20251002,5,101,3497,136,22084.38,38890.48
900406,20251002,3,101,8943,347,40212.61,38801.3
900407,20251002,1,104,11798,437,49600.84,37040.18
900408,20251002,6,103,3328,115,10741.59,34555.29
900409,20251004,2,101,8433,375,27061.21,44468.16
900410,20251004,1,102,8453,94,15982.73,11120.31
900411,20251004,3,104,5845,94,13380.97,16082.12
900412,20251004,5,103,10286,352,41322.13,34221.27
900413,20251006,3,103,4151,186,28330.08,44808.48
900414,20251006,4,102,10162,240,14766.15,23617.4
900415,20251008,4,104,3555,23,2744.64,6469.76
900416,20251008,5,104,10066,460,64905.66,45698.39
900417,20251008,6,101,3340,165,21988.31,49401.2
900418,20251008,2,104,5200,220,11030.45,42307.69
900419,20251010,4,101,10555,114,16235.44,10800.57
900420,20251010,1,103,4896,34,4026.86,6944.44
900421,20251012,6,102,11990,485,53634.31,40450.38
900422,20251012,3,103,3415,47,7280.42,13762.81
900423,20251012,1,102,5977,108,6133.06,18069.27
900424,20251014,5,101,6884,57,3235.18,8280.07
900425,20251014,4,102,5692,18,1528.88,3162.33
900426,20251016,2,104,10247,348,47438.69,33961.16
900427,20251016,1,103,11042,116,8429.35,10505.34
900428,20251016,5,102,10615,144,20096.24,13565.71
900429,20251016,3,104,11141,493,83092.57,44250.96
900430,20251018,2,104,7014,201,31468.51,28656.97
900431,20251018,5,104,6821,267,39272.82,39143.82
900432,20251020,6,103,6456,19,2099.41,2943.0
900433,20251020,4,102,5280,52,3872.32,9848.48
900434,20251020,2,102,7717,139,14763.05,18012.18
900435,20251022,1,103,3635,128,13770.4,35213.2
900436,20251022,4,101,9231,195,24952.96,21124.47
900437,20251024,2,103,9211,185,11959.02,20084.68
900438,20251024,1,103,8033,377,46520.62,46931.41
900439,20251026,4,101,6955,225,15414.64,32350.83
900440,20251026,1,101,10275,346,32852.03,33673.97
900441,20251028,4,102,8398,263,35858.21,31316.98
900442,20251028,6,101,9347,79,5506.67,8451.91
900443,20251028,3,102,8353,201,18132.52,24063.21
900444,20251030,4,104,10818,241,30419.54,22277.69
900445,20251030,3,101,8096,186,18826.88,22974.31
900446,20251030,1,101,6795,313,55376.86,46063.28
900447,20251101,1,101,7297,63,10861.8,8633.69
900448,20251101,6,104,3766,180,25814.73,47796.07
900449,20251101,3,103,10193,201,15347.13,19719.42
900450,20251103,5,101,10058,182,13142.39,18095.05
900451,20251103,4,103,8979,397,69274.01,44214.28
900452,20251105,6,104,5661,12,1484.66,2119.77
900453,20251105,5,103,10165,85,7294.36,8362.03
900454,20251105,1,102,6070,211,23341.5,34761.12
900455,20251105,2,102,7711,357,58246.6,46297.5
900456,20251107,5,104,4471,98,11706.18,21919.03
900457,20251107,3,103,9226,376,26218.17,40754.39
900458,20251107,6,104,11518,327,47432.75,28390.35
900459,20251107,4,101,6989,73,10266.52,10444.98
900460,20251109,6,103,9722,116,19909.4,11931.7
900461,20251109,3,101,10695,289,49341.3,27021.97
900462,20251111,1,104,3162,108,11775.13,34155.6
900463,20251111,2,103,5652,259,38570.95,45824.49
900464,20251113,6,103,8443,409,71948.86,48442.5
900465,20251113,1,102,10410,403,43841.68,38712.78
900466,20251115,4,102,7117,48,5654.98,6744.41
900467,20251115,6,101,6573,143,13379.75,21755.67
900468,20251115,2,103,11382,147,15790.71,12915.13
900469,20251115,3,102,8258,14,1767.92,1695.33
900470,20251117,5,104,7378,260,45882.06,35239.9
900471,20251117,2,103,10995,388,44248.04,35288.77
900472,20251119,3,103,4375,77,13061.98,17600.0
900473,20251119,6,103,3467,164,10592.48,47303.14
900474,20251121,5,102,3463,58,5846.16,16748.48
900475,20251121,1,102,3894,80,9477.49,20544.43
900476,20251123,1,101,8698,171,15436.91,19659.69
900477,20251123,3,101,3047,52,3935.41,17065.97
900478,20251123,2,104,6178,234,34232.39,37876.34
900479,20251125,4,101,9452,295,30623.42,31210.33
900480,20251125,5,102,7487,237,13168.57,31654.87
900481,20251125,3,103,8087,102,16951.43,12612.84
900482,20251125,2,102,8426,3,464.91,356.04
900483,20251127,6,103,3122,65,10642.38,20819.99
900484,20251127,1,104,5417,9,1040.72,1661.44
900485,20251127,2,104,6989,218,14815.72,31191.87
900486,20251129,1,104,4361,47,3925.91,10777.34
900487,20251129,2,104,5443,39,6927.58,7165.17
900488,20251129,4,104,9519,278,16880.92,29204.75
900489,20251201,2,101,5498,193,26650.38,35103.67
900490,20251201,5,101,4341,0,0.0,0.0
900491,20251203,2,102,11719,554,57360.71,47273.66
900492,20251203,5,103,10295,446,77019.95,43322.0
900493,20251203,6,104,6970,177,18216.12,25394.55
900494,20251205,5,102,8495,206,18657.09,24249.56
900495,20251205,3,103,6757,237,34049.89,35074.74
900496,20251205,4,104,5364,92,14160.94,17151.38
900497,20251207,5,103,6655,244,18449.62,36664.16
900498,20251207,4,104,7811,95,9244.62,12162.34
900499,20251207,6,102,9523,368,42467.55,38643.28
900500,20251207,1,103,11281,259,25351.68,22958.96
900501,20251209,1,103,7045,218,11356.36,30943.93
900502,20251209,2,101,7711,267,29709.6,34625.86
900503,20251209,5,104,11455,261,14905.99,22784.81
900504,20251209,3,101,8948,388,33870.01,43361.65
900505,20251211,5,104,4354,74,6439.95,16995.87
900506,20251211,2,103,3462,65,8253.84,18775.27
900507,20251211,4,101,9701,430,46763.83,44325.33
900508,20251213,1,103,5812,128,12579.27,22023.4
900509,20251213,5,103,11938,354,61547.92,29653.21
900510,20251213,4,104,8798,329,46617.28,37394.86
900511,20251215,5,101,5307,225,14810.97,42396.83
900512,20251215,1,102,6741,133,7541.3,19730.01
900513,20251215,6,102,3542,142,8746.2,40090.34
900514,20251215,4,101,10440,218,12032.66,20881.23
900515,20251217,4,102,11654,571,33733.02,48996.05
900516,20251217,6,103,9050,135,9665.92,14917.13
900517,20251217,5,104,10622,135,22851.45,12709.47
900518,20251219,4,103,11718,449,41866.34,38317.12
900519,20251219,1,101,6376,76,10570.32,11919.7
900520,20251219,6,102,8625,19,1511.62,2202.9
900521,20251221,3,103,11408,352,46238.89,30855.54
900522,20251221,5,102,11749,29,1961.88,2468.3
900523,20251221,4,102,11219,516,33420.63,45993.4
900524,20251221,6,103,6445,81,13131.19,12567.88
900525,20251223,2,102,5483,219,33552.84,39941.64
900526,20251223,5,104,8820,38,6520.64,4308.39
900527,20251223,3,104,10038,157,8313.35,15640.57
900528,20251223,1,101,6673,316,50240.42,47355.01
900529,20251225,3,102,4098,105,7822.89,25622.25
900530,20251225,5,104,6975,348,40268.43,49892.47
900531,20251227,3,101,10689,89,12117.95,8326.32
900532,20251227,4,103,5084,174,10455.74,34225.02
900533,20251227,1,104,9562,379,58279.36,39636.06
900534,20251227,5,104,6655,144,9553.37,21637.87
900535,20251229,1,101,7724,297,46021.36,38451.58
