rejection_id,production_id,defect_id,rejected_qty,rework_qty,rejection_cost
500070,100702,1,27,4,2865.43
500071,102449,1,5,0,706.3
500072,102777,4,31,5,7846.73
500073,101579,1,31,11,3444.24
500074,100161,1,23,4,2931.6
500075,100201,1,12,3,1379.88
500076,101981,7,3,1,1224.11
500077,100995,4,13,5,2812.93
500078,102317,2,31,14,4212.68
500079,100815,1,19,7,2048.92
500080,100455,1,27,3,3319.53
500081,101275,4,8,2,1592.97
500082,101016,3,2,0,372.18
500083,102343,1,27,2,3755.58
500084,102767,1,24,7,2764.11
500085,100337,1,27,11,2876.24
500086,100878,3,7,2,1510.76
500087,101076,4,7,0,1545.87
500088,100791,1,9,0,903.27
500089,102264,1,25,6,2456.54
500090,100763,1,23,3,2329.05
500091,102235,7,20,7,7356.85
500092,100379,1,19,7,2546.38
500093,100492,4,32,5,6820.8
500094,101180,3,31,14,4605.79
500095,102062,2,34,9,4858.5
500096,100064,1,11,1,1581.95
500097,102568,1,13,5,1578.17
500098,101367,3,31,12,6631.45
500099,101152,4,28,9,7048.96
500100,102027,3,10,4,1448.27
500101,102695,2,22,8,3591.35
500102,101495,1,13,5,1673.39
500103,101162,7,30,8,10655.28
500104,101522,4,34,13,6782.34
500105,102640,1,16,7,2028.26
500106,100391,7,3,1,886.85
500107,101698,3,19,2,3330.76
500108,100418,3,4,1,706.67
500109,102336,4,8,2,2079.49
500110,100378,5,19,3,5682.69
500111,101796,3,34,16,5540.78
500112,102278,1,32,5,3840.9
500113,102088,1,12,2,1254.9
500114,102182,6,5,2,1747.58
500115,100200,1,19,5,2617.91
500116,101863,2,5,0,689.53
500117,100779,2,30,10,4750.11
500118,102977,2,25,8,3913.46
500119,100502,3,23,2,3565.1
500120,102454,7,3,1,1160.25
500121,101751,1,7,2,853.23
500122,100804,1,26,8,3467.73
500123,102146,1,22,6,2672.05
500124,102731,6,17,5,4081.17
500125,101895,3,32,6,5354.86
500126,102773,1,15,3,1454.02
500127,101570,5,29,8,8834.16
500128,100960,5,33,13,9879.77
500129,102660,5,29,3,8540.3
500130,101485,6,10,3,2769.02
500131,102690,1,23,9,2271.95
500132,101028,4,33,5,8357.74
500133,100502,2,6,0,1060.9
500134,102814,5,24,5,5205.79
500135,100397,4,6,2,1312.6
500136,100870,4,33,5,6008.99
500137,102842,3,11,2,2186.4
500138,100392,1,16,5,2124.16
500139,100206,2,8,2,1021.63
500140,101038,8,30,6,12475.42
500141,101881,6,4,1,1223.91
500142,102939,1,20,8,2174.45
500143,101484,1,11,5,1516.64
500144,100863,1,29,12,3373.01
500145,102790,4,30,9,5839.15
500146,100563,5,16,4,4225.39
500147,101020,1,7,1,917.26
500148,100095,2,13,1,1716.9
500149,101923,5,14,1,3365.86
500150,101757,4,30,11,7907.19
500151,102532,2,20,4,3179.85
500152,102278,3,4,0,702.17
500153,102796,2,9,4,1359.49
500154,101678,1,9,1,916.27
500155,100540,3,21,3,3363.74
500156,101059,3,5,0,841.71
500157,102572,5,22,7,5922.05
500158,101183,3,4,1,642.27
500159,101722,4,9,2,1758.41
500160,101819,1,24,7,2385.78
500161,102625,2,17,7,2683.73
500162,102729,1,14,5,1497.85
500163,102604,1,4,1,557.84
500164,101597,4,10,4,2516.48
500165,102693,8,15,4,5218.56
500166,100795,1,14,2,1503.94
500167,101051,2,8,1,1281.11
500168,101643,5,16,1,3684.49
500169,101363,1,8,2,818.81
500170,101981,3,23,9,4861.21
500171,101354,4,25,7,5656.29
500172,101663,3,2,0,356.06
500173,101529,1,11,3,1470.28
500174,102038,2,17,8,2863.65
500175,101496,4,9,3,1734.8
500176,102237,3,26,11,3925.45
500177,101408,1,13,5,1516.98
500178,101400,4,26,12,5545.15
500179,101306,1,18,7,2131.51
500180,102680,4,27,10,6484.28
500181,102675,1,15,2,1924.82
500182,100972,7,24,2,10026.8
500183,101768,2,7,2,881.34
500184,101282,1,6,0,691.95
500185,100709,1,26,12,2919.45
500186,101479,1,19,4,2609.85
500187,101434,5,14,6,3274.04
500188,100648,8,15,3,5519.33
500189,100317,2,29,6,4260.59
500190,101257,2,19,9,2760.95
500191,100683,4,29,7,5814.85
500192,100663,6,28,7,7559.35
500193,101998,3,33,4,6945.68
500194,101631,2,10,3,1465.88
500195,101495,2,33,7,5665.47
500196,101136,3,21,7,3856.09
500197,101853,1,29,9,2854.42
500198,101520,3,34,13,7342.24
500199,102489,2,5,1,850.81
500200,100563,4,4,1,1045.09
500201,101291,1,27,6,3792.57
500202,101636,3,9,3,1845.95
500203,102999,2,7,1,909.85
500204,100698,3,17,5,3042.42
500205,102160,1,25,6,2656.5
500206,100001,3,31,13,5359.12
500207,100641,3,14,3,2075.1
500208,102267,3,6,1,1027.72
500209,101589,3,26,9,5588.5
500210,100854,3,21,7,3424.99
500211,101759,5,19,2,5501.32
500212,102432,1,19,5,2238.97
500213,101661,5,3,1,755.98
500214,101153,2,11,5,1951.83
500215,101076,1,13,4,1869.14
500216,101707,1,14,3,1717.48
500217,102777,1,12,2,1565.8
500218,101695,4,20,8,3792.44
500219,101733,4,27,11,5456.98
500220,101439,4,15,2,3918.7
500221,102294,2,25,4,3868.77
500222,100835,2,2,0,305.06
500223,100202,1,23,5,3033.77
500224,100122,1,24,5,2369.85
500225,100400,2,20,3,3101.01
500226,100766,1,19,3,2282.6
500227,100293,1,13,3,1780.1
500228,102327,3,29,11,4504.72
500229,102931,4,29,6,7555.91
500230,100197,8,34,7,11881.6
500231,101930,6,20,4,5245.98
500232,102799,3,29,8,5418.43
500233,102191,2,27,4,4333.84
500234,100608,3,17,5,2735.89
500235,101147,4,14,5,2611.7
500236,100186,1,24,2,3329.61
500237,102511,2,23,2,3099.78
500238,101794,5,17,2,4587.11
500239,100659,2,29,9,4557.72
500240,102811,3,9,3,1567.66
500241,101955,3,23,2,4278.56
500242,102450,1,22,10,2664.06
500243,101369,2,27,3,4754.22
500244,101986,1,22,9,2327.7
500245,101534,1,26,7,3389.81
500246,100146,1,2,0,214.91
500247,102911,5,7,2,1744.13
500248,101734,1,24,6,3077.79
500249,101843,2,24,10,3312.0
500250,100488,1,24,9,2668.24
500251,102976,7,33,9,12713.61
500252,101959,1,31,4,3083.94
500253,101663,2,14,2,2064.96
500254,102598,5,19,7,5924.95
500255,102385,5,24,7,7478.26
500256,102919,1,16,4,1592.26
500257,100640,5,34,12,7825.71
500258,101802,2,22,9,2990.06
500259,102520,2,24,8,4223.89
500260,101969,1,28,11,3871.88
500261,102198,1,19,7,2625.89
500262,101438,4,25,6,5212.96
500263,101634,2,8,1,1035.72
500264,100262,2,21,8,3570.52
500265,101787,4,28,7,6661.52
500266,102191,4,7,3,1608.79
500267,102393,1,28,3,4014.84
500268,100623,3,10,1,1910.86
500269,101016,1,32,15,3084.02
500270,100880,4,22,7,5453.91
500271,102049,3,27,6,4469.99
500272,102944,7,14,5,5220.24
500273,101327,1,24,8,3385.65
500274,102301,1,21,6,2151.37
500275,100452,1,29,4,2944.68
500276,101183,1,18,7,1820.48
500277,102056,1,29,12,3554.09
500278,101682,6,3,0,818.05
500279,102863,1,26,11,3250.83
500280,102255,1,7,3,913.12
500281,101154,4,12,3,2327.0
500282,100403,2,7,2,1106.38
500283,102199,4,12,3,2390.77
500284,102101,1,15,3,1791.74
500285,101696,2,3,1,522.96
500286,100627,1,4,1,546.45
500287,100586,1,34,12,3414.63
500288,101648,6,25,7,7270.73
500289,101443,1,20,3,2185.61
500290,101445,2,19,2,2284.04
500291,100103,2,25,6,4156.68
500292,100253,1,2,0,253.16
500293,102557,6,26,8,7057.3
500294,101496,1,26,6,3421.06
500295,100098,3,17,6,3123.26
500296,102200,7,30,6,10196.29
500297,101884,3,20,6,2893.92
500298,102961,6,24,7,5976.7
500299,101919,1,20,2,2767.78
500300,100877,2,26,3,4530.13
500301,100337,1,17,3,2077.2
500302,102869,4,10,4,2494.44
500303,100956,8,2,0,867.72
500304,101704,1,20,7,2062.17
500305,100160,3,34,16,5207.99
500306,101603,1,17,7,1883.54
500307,102848,3,19,3,3965.81
500308,100397,2,26,12,4361.95
500309,101300,7,7,0,2803.49
500310,100815,3,22,6,4591.9
500311,101527,1,7,3,742.59
500312,101919,1,33,11,3563.26
500313,101415,1,32,8,3229.89
500314,101158,1,11,2,1467.9
500315,101218,1,31,7,4291.59
500316,100400,5,19,5,4755.0
500317,100639,3,25,5,4717.19
500318,102735,2,10,4,1292.73
500319,100459,1,32,15,4500.3
500320,100954,5,16,7,4766.7
500321,100469,4,5,1,1309.53
500322,101045,1,10,3,1349.17
500323,102797,4,10,4,2535.65
500324,101693,2,27,11,3280.15
500325,102085,1,5,1,656.78
500326,102277,2,18,2,2518.76
500327,100562,2,17,2,2989.43
500328,102485,1,16,5,2152.12
500329,101799,7,6,2,2405.81
500330,102074,5,6,2,1753.91
500331,100225,3,21,4,3427.41
500332,100797,2,16,2,2675.88
500333,102331,2,19,4,2403.23
500334,102926,3,3,0,620.39
500335,100959,2,30,4,5145.47
500336,101504,1,14,5,1493.48
500337,100452,2,5,1,844.98
500338,100815,5,11,4,2814.59
500339,100658,2,32,7,4425.97
500340,100546,1,9,2,1207.59
500341,101215,4,4,1,784.11
500342,100016,1,10,4,971.36
500343,101243,1,31,3,3263.38
500344,102205,1,12,5,1341.08
500345,102524,1,14,3,1924.85
500346,101069,4,14,6,3655.21
500347,102565,2,13,5,1777.72
500348,102146,1,11,2,1394.7
500349,101768,5,10,3,2495.67
500350,101060,5,8,1,2480.32
500351,102327,5,3,1,791.3
500352,102544,1,24,6,3386.0
500353,100301,2,22,6,2792.25
500354,100180,8,24,9,11976.66
500355,100606,4,30,12,5751.42
500356,100699,1,15,2,2133.02
500357,100992,1,27,9,2936.04
500358,101139,2,6,1,759.02
500359,100190,6,32,7,9348.72
500360,102300,2,26,9,4256.53
500361,100980,2,32,8,4442.26
500362,102975,1,21,5,2627.06
500363,102006,3,18,7,3254.8
500364,101184,5,3,0,744.18
500365,100127,2,26,9,4019.48
500366,102065,4,14,2,2777.82
500367,101816,7,29,3,10997.67
500368,101758,1,7,1,672.57
500369,102613,2,4,1,702.14
500370,100569,1,19,7,2315.07
500371,101346,4,12,1,2871.72
500372,101895,3,21,2,4145.83
500373,102733,3,6,2,1153.71
500374,100625,4,20,2,4161.03
500375,102901,2,23,10,2856.56
500376,101686,6,20,3,6394.17
500377,100154,2,17,6,2376.8
500378,102537,1,25,5,2776.7
500379,101409,3,5,2,1025.29
500380,100784,4,16,6,3829.41
500381,100245,1,26,6,2870.8
500382,101500,5,15,1,3602.48
500383,101705,6,20,7,5780.14
500384,102806,1,8,2,922.52
500385,100537,8,31,3,11955.77
500386,101890,1,20,2,2042.2
500387,101841,1,26,11,3020.72
500388,100920,1,17,3,2399.34
500389,102455,6,9,3,2891.5
500390,100524,3,19,5,3971.04
500391,102875,1,29,12,3640.8
500392,101529,2,17,7,2346.97
500393,102950,3,20,9,3669.03
500394,100035,1,18,2,1728.35
500395,100684,6,14,6,3842.02
500396,100019,5,8,1,2021.67
500397,102368,2,28,9,4334.37
500398,102559,7,11,3,4088.25
500399,100399,2,26,2,3845.38
500400,102701,8,7,3,2871.98
500401,100971,3,25,3,3984.66
500402,101906,3,19,7,3383.32
500403,102518,1,24,9,3342.16
500404,101166,6,7,2,2348.66
500405,101115,2,30,4,3905.44
500406,100833,1,26,7,2601.82
500407,101823,1,18,7,2173.35
500408,102774,3,25,5,4739.29
500409,101982,2,12,3,1681.34
500410,100853,4,27,5,6696.57
500411,100050,6,29,8,9573.96
500412,100574,1,4,1,513.18
500413,101148,4,12,3,2349.22
500414,102197,1,15,4,1583.37
500415,102361,5,27,7,5684.59
500416,102617,5,22,6,5136.2
500417,102352,2,31,3,4603.75
500418,101715,4,9,1,2256.99
500419,100681,1,21,5,2089.41
500420,100837,2,33,11,4780.59
500421,101077,5,23,6,6290.4
500422,102491,2,8,1,1053.33
500423,102660,2,10,2,1617.81
500424,102311,2,2,0,299.33
500425,101595,5,30,14,7001.23
500426,100004,1,9,2,1147.42
500427,101126,1,5,0,481.33
500428,101219,4,4,0,968.34
500429,100773,5,8,3,2304.68
500430,100876,1,28,5,2831.25
500431,100991,1,2,0,232.81
500432,102931,1,28,3,2924.39
500433,100046,1,17,7,2413.7
500434,102914,2,8,3,1208.62
500435,102870,4,24,7,4330.06
500436,102983,3,12,1,1943.31
500437,102703,3,34,6,6972.73
500438,100268,2,18,4,2652.98
500439,100369,5,6,1,1748.08
500440,100635,2,33,7,5281.8
500441,101129,7,4,0,1673.22
500442,101693,3,15,5,2803.09
500443,101682,1,32,9,4531.26
500444,100656,3,32,6,6661.85
500445,100119,1,18,2,2257.33
500446,100830,3,25,12,4894.69
500447,101810,1,24,7,2885.5
500448,101081,1,19,7,2581.48
500449,101974,5,15,4,3974.68
500450,101369,1,16,1,2225.06
500451,100740,5,16,3,4565.44
500452,100116,1,7,1,831.49
500453,101853,3,28,12,4554.53
500454,102838,3,16,5,2588.82
500455,101150,2,9,1,1424.34
500456,101931,1,16,7,2124.14
500457,101012,1,4,0,484.09
500458,101664,1,14,6,1765.17
500459,101081,1,25,12,2729.52
500460,100633,3,33,5,4936.1
500461,100512,6,33,7,9051.48
500462,102849,5,31,9,7324.01
500463,101119,4,14,5,2857.88
500464,101141,4,2,0,447.07
500465,100559,3,16,7,2463.41
500466,100487,1,15,5,1606.51
500467,100896,6,30,5,9698.22
500468,101212,3,19,2,3702.38
500469,100703,3,8,3,1189.0
500470,101470,1,30,4,3466.94
500471,100580,2,32,13,4881.81
500472,102837,2,26,5,3768.61
500473,102908,5,15,3,3442.66
500474,102294,2,9,0,1306.88
500475,100153,2,28,10,4880.13
500476,101679,7,3,0,1085.31
500477,100996,1,18,7,2328.93
500478,102744,2,15,4,2571.06
500479,101243,1,26,10,3451.46
500480,101092,4,31,10,6493.68
500481,101008,6,30,3,7221.23
500482,102141,1,21,8,2370.57
500483,101773,5,22,2,6299.95
500484,100957,1,23,6,3150.21
500485,100452,6,17,2,6025.0
500486,101227,4,18,7,3831.73
500487,102959,5,17,7,4857.61
500488,102265,1,3,0,366.64
500489,102521,7,5,1,1822.28
500490,102479,4,22,8,4298.96
500491,102388,1,31,3,3302.5
500492,100550,5,7,3,1773.29
500493,101635,1,18,3,1753.08
500494,101312,5,26,12,6316.89
500495,101757,1,6,2,771.59
500496,100356,4,6,2,1269.48
500497,102070,2,21,7,2727.96
500498,101785,1,17,4,2013.39
500499,102569,1,10,3,1021.26
500500,101781,1,6,0,755.21
500501,102849,2,3,1,364.85
500502,102809,1,10,3,1149.13
500503,102489,3,23,10,4246.63
500504,101631,1,23,6,2237.92
500505,102816,1,23,3,2917.6
500506,101015,4,30,6,5638.25
500507,101348,1,34,12,4017.49
500508,100515,6,19,3,4674.65
500509,102839,5,8,1,1979.41
500510,100335,3,2,0,318.48
500511,101782,3,34,11,5696.12
500512,102305,6,2,0,662.7
500513,100496,1,25,5,2854.95
500514,100895,1,5,1,660.48
500515,102207,1,5,1,679.66
500516,100851,4,19,7,3765.8
500517,101687,1,28,3,2798.08
500518,101931,3,33,14,4798.05
500519,102737,8,34,10,14505.16
500520,102427,5,29,7,9047.72
500521,101568,2,7,2,986.98
500522,100956,1,17,5,2162.52
500523,102738,5,24,3,6941.96
500524,101636,3,25,10,4773.16
500525,101291,1,14,2,1850.84
500526,101440,1,19,8,2690.05
500527,101191,6,14,5,3694.93
500528,101066,3,18,4,2618.41
500529,100284,5,16,6,3581.56
500530,102444,5,19,4,4201.41
500531,100011,3,24,3,4612.82
500532,101630,2,31,15,4768.98
500533,102546,2,5,1,665.39
500534,100753,1,4,1,518.3
500535,102082,2,8,2,1328.11
500536,102774,4,19,4,3624.54
500537,102896,3,8,3,1501.77
500538,100089,6,7,1,2308.26
500539,100775,2,23,5,2918.06
500540,102652,3,2,0,405.98
500541,101625,3,5,1,1067.3
500542,100417,3,30,8,4553.49
500543,100114,4,22,3,3921.71
500544,100616,1,27,4,2996.3
500545,100825,2,15,3,2409.61
500546,101649,1,10,4,1419.92
500547,101516,2,13,1,1869.39
500548,100412,2,7,2,1140.31
500549,100728,3,21,8,3138.91
500550,102808,7,25,10,9417.15
500551,100675,3,28,12,5296.52
500552,101892,4,9,1,1664.71
500553,102504,2,2,0,332.7
500554,102967,3,25,7,5130.53
500555,102239,1,8,1,998.56
500556,102786,1,20,7,2036.21
500557,101122,2,23,8,4117.71
500558,101571,2,31,13,5175.7
500559,100977,1,30,3,3379.97
500560,101008,1,23,10,2680.93
500561,102143,1,12,2,1365.45
500562,101687,7,21,6,7367.52
500563,102710,1,30,8,3371.37
500564,100036,2,2,0,341.95
500565,101548,1,32,8,4335.1
500566,102326,3,31,14,4699.56
500567,102264,1,19,8,2700.24
500568,102914,1,18,8,2277.15
500569,100872,2,15,1,2545.84
500570,101821,1,24,10,3118.82
500571,101296,1,26,10,3039.49
500572,102109,1,16,2,2099.55
500573,100595,1,23,3,3273.88
500574,101903,1,4,0,435.86
500575,100728,1,20,2,2695.87
500576,101365,5,2,0,527.94
500577,100396,3,22,10,3933.86
500578,100698,2,30,8,4384.03
500579,102224,1,7,2,917.62
500580,101635,6,2,0,544.41
500581,100395,2,2,0,342.21
500582,102492,1,28,12,3804.5
500583,100075,3,22,7,3305.27
500584,100264,1,17,5,2351.41
500585,102502,1,27,6,2908.05
500586,101819,2,17,5,2514.0
500587,100717,5,29,3,7872.76
500588,102782,2,2,0,285.48
500589,100850,4,11,2,1963.78
500590,101390,8,18,8,8621.28
500591,100143,1,24,5,2513.48
500592,100884,1,8,1,849.45
500593,100395,2,8,3,1342.96
500594,102995,2,16,2,2246.73
500595,102938,2,5,2,864.1
500596,101492,6,15,7,4862.13
500597,101167,4,15,6,3004.67
500598,102616,3,17,1,2460.42
500599,101062,1,8,2,1132.06
500600,102156,5,33,12,7157.82
500601,101065,7,20,8,7616.21
500602,101209,5,3,0,776.44
500603,102982,1,11,3,1456.31
500604,102445,3,18,5,3487.03
500605,100633,1,13,2,1651.04
500606,101156,1,7,1,836.92
500607,101238,1,23,6,3083.4
500608,100732,3,33,14,4973.09
500609,100234,3,21,9,3359.05
500610,102705,1,2,0,258.41
500611,100750,2,7,1,968.61
500612,102635,2,20,4,3097.87
500613,100953,2,19,9,2819.52
500614,102539,1,7,3,850.39
500615,102960,2,34,15,4948.03
500616,101542,4,24,9,5799.42
500617,101197,1,24,5,2685.07
500618,101676,1,27,11,3502.9
500619,101191,2,14,3,1907.57
500620,102217,7,8,1,2521.57
500621,101416,3,16,6,2443.0
500622,102993,3,28,3,4420.25
500623,102842,2,27,3,3433.68
500624,102681,3,34,9,6207.79
500625,101217,1,16,4,2121.36
500626,101540,3,28,12,4405.26
500627,102076,6,6,0,1595.8
500628,101445,3,3,0,536.59
500629,102386,5,34,5,9634.13
500630,101519,4,17,1,4453.0
500631,101388,1,24,3,2908.38
500632,101856,6,17,6,4657.32
500633,101365,1,15,4,1512.38
500634,100499,2,30,12,3949.41
500635,101680,1,27,13,2886.82
500636,100510,1,16,5,1673.81
500637,100216,2,4,0,483.4
500638,101324,1,24,3,2919.32
500639,101155,2,30,13,4093.76
500640,101827,3,34,10,7281.07
500641,101810,1,24,10,2941.47
500642,102492,1,8,3,1035.81
500643,102923,3,4,1,612.37
500644,101205,1,33,15,4543.64
500645,102214,4,32,10,7014.31
500646,100090,3,19,4,3929.88
500647,100713,5,8,3,2141.62
500648,101881,3,2,0,355.59
500649,100038,2,15,1,2196.42
500650,100172,3,33,11,5190.05
500651,100652,1,7,2,689.26
500652,100753,1,11,5,1552.88
500653,101243,4,8,2,1744.32
500654,101081,2,27,6,4571.83
500655,101683,4,31,15,6549.13
500656,102523,5,22,9,4745.5
500657,100455,5,18,6,4922.32
500658,100828,6,34,7,8378.73
500659,100894,2,11,2,1418.47
500660,101384,1,13,4,1599.21
500661,101958,3,17,2,2819.89
500662,102434,2,33,6,5927.96
500663,101996,3,16,6,2440.46
500664,102395,4,28,8,6811.59
500665,100189,3,29,7,5441.99
500666,100504,2,18,2,3014.0
500667,101214,1,3,0,320.5
500668,101531,2,8,3,1210.83
500669,100823,1,14,2,1646.75
500670,100928,6,16,1,4690.02
500671,100933,1,26,9,3569.49
500672,101140,1,24,11,3444.52
500673,100133,1,23,7,2545.14
500674,102105,3,27,3,5095.28
500675,100684,3,34,7,6388.38
500676,102719,1,12,5,1578.29
500677,102220,1,11,2,1556.33
500678,101852,2,26,8,3444.15
500679,100814,1,25,6,2653.23
500680,101172,3,34,6,6512.73
500681,100079,3,18,7,2795.55
500682,102933,2,25,9,3260.72
500683,100202,1,3,1,298.81
500684,102811,8,33,6,11102.83
500685,101252,2,25,3,3675.76
500686,101699,3,10,3,1867.54
500687,101250,1,5,1,549.9
500688,101682,2,18,3,2409.99
500689,101555,1,18,2,2338.81
500690,102094,2,31,4,5027.56
500691,101256,7,12,5,4122.77
500692,101549,2,22,9,3547.35
500693,101166,1,22,10,3087.65
500694,101396,1,19,3,2542.5
500695,102703,2,30,14,4725.1
500696,100470,1,25,3,3193.42
500697,101035,1,11,3,1548.98
500698,101353,4,18,7,3841.42
500699,102783,2,19,4,2900.8
500700,102831,1,21,5,2668.82
500701,100967,6,19,2,6631.18
500702,100357,1,18,2,2442.21
500703,100667,7,10,3,2899.97
500704,100372,1,15,5,1559.46
500705,101031,6,30,12,8307.4
500706,101145,3,32,10,6333.6
500707,101371,5,5,1,1335.99
500708,102723,8,19,2,7305.24
500709,100089,1,21,3,2141.35
500710,102745,7,10,4,3764.15
500711,100539,2,14,1,2267.78
500712,102779,2,16,5,2824.97
500713,100868,1,28,4,3360.63
500714,100040,2,16,6,2394.04
500715,100739,1,29,11,2895.98
500716,101946,3,20,3,2937.4
500717,102549,2,27,5,3939.89
500718,101224,4,27,9,5517.84
500719,100928,5,26,6,6084.99
500720,102036,2,27,4,3387.95
500721,102508,1,27,10,3838.64
500722,102779,1,29,4,3947.65
500723,102799,1,19,8,2348.58
500724,100924,1,33,10,4674.05
500725,102956,1,4,0,575.92
500726,101581,1,3,1,384.81
500727,100389,7,34,10,10802.87
500728,101617,3,20,4,2937.93
500729,102930,1,18,4,2381.42
500730,100255,3,34,7,6047.79
500731,100708,1,13,2,1654.54
500732,101838,2,4,0,699.86
500733,101944,3,27,6,4240.81
500734,102497,2,9,1,1396.08
500735,100009,2,8,2,1264.7
500736,102871,8,17,6,7116.37
500737,100797,6,25,7,6273.73
500738,100876,3,2,0,338.11
500739,101028,3,26,11,4367.95
500740,101015,3,11,3,2114.75
500741,101824,1,17,5,2331.91
500742,100373,2,17,3,2376.4
500743,102193,1,9,4,1163.67
500744,100223,2,30,3,4118.79
500745,101262,2,29,6,5124.64
500746,102224,1,7,2,945.36
500747,101802,7,17,2,6069.23
500748,100852,6,21,3,6186.16
500749,100062,4,17,5,3462.52
500750,101240,2,8,2,1115.17
500751,102874,5,15,5,4633.49
500752,102842,1,27,11,3115.81
500753,100688,4,27,4,5974.68
500754,101484,1,15,1,2151.45
500755,101633,4,8,3,1870.99
500756,102152,1,34,7,4149.51
500757,100510,5,27,9,6776.4
500758,100384,7,21,3,6431.49
500759,100404,1,4,1,453.46
500760,102870,2,5,1,826.93
500761,100517,8,27,9,11908.85
500762,100475,2,12,3,1987.19
500763,102000,5,3,0,687.51
500764,102756,3,15,3,2753.16
500765,101668,2,31,3,5445.47
500766,101893,1,13,1,1521.38
500767,102818,1,27,7,3496.93
500768,101460,4,34,8,6347.31
500769,102724,2,14,4,2497.44
500770,100713,2,15,3,2347.98
500771,100082,2,25,9,3358.95
500772,101168,3,27,12,4195.89
500773,102504,5,22,4,5836.32
500774,101901,8,29,5,12434.57
500775,102048,2,3,0,376.78
500776,100050,5,10,3,3111.95
500777,100684,4,24,6,6152.11
500778,100716,3,16,2,2835.59
500779,101469,7,14,5,4150.23
500780,100448,1,24,3,3262.63
500781,100880,1,18,5,2158.6
500782,100487,5,3,0,847.58
500783,101823,2,21,8,3161.18
500784,102081,5,21,2,4965.16
500785,102142,6,4,1,1360.67
500786,101574,1,13,4,1859.67
500787,102201,6,3,0,807.74
500788,100249,2,15,2,2296.14
500789,100673,2,17,4,2431.26
500790,100437,3,20,8,4207.49
500791,102165,6,7,3,2106.92
500792,100770,1,14,4,1934.91
500793,100267,2,23,10,3952.36
500794,101984,3,19,1,3113.91
500795,101077,4,13,1,3191.77
500796,100235,3,31,14,5390.15
500797,100388,1,8,3,1126.75
500798,100762,1,33,9,3972.26
500799,101848,2,20,8,3384.66
500800,102448,5,7,3,1661.91
500801,100623,1,21,8,2316.94
500802,102814,1,28,12,3476.84
500803,102966,7,8,3,3358.77
500804,101252,1,6,1,717.02
500805,102900,8,12,5,4331.57
500806,100577,3,16,2,2924.44
500807,102122,5,4,1,975.57
500808,100434,1,6,1,734.95
500809,102150,1,24,8,2930.03
500810,100763,4,10,2,2160.7
500811,102785,5,16,2,3863.44
500812,102853,4,4,0,770.41
500813,101329,1,30,14,3884.4
500814,102145,4,7,3,1584.23
500815,102845,4,18,4,3537.96
500816,101358,3,27,13,5395.66
500817,102906,4,22,9,3956.5
500818,102482,5,9,3,2569.04
500819,100446,3,22,2,4285.08
500820,102017,1,12,5,1619.37
500821,101331,2,9,2,1288.48
500822,100248,1,25,11,3196.43
500823,100165,2,15,6,2538.67
500824,101358,2,15,6,2682.74
