production_id,date_id,shift_id,machine_id,operator_id,part_id,planned_qty,actual_qty,downtime_minutes
100158,20250102,3,104,213,1009,1145,999,10
100159,20250102,3,104,211,1010,1021,785,9
100160,20250102,3,104,218,1011,752,625,144
100161,20250102,3,105,211,1012,600,550,67
100162,20250102,3,105,217,1013,703,702,63
100163,20250102,3,105,218,1014,680,568,110
100164,20250102,3,101,212,1015,1121,682,77
100165,20250102,3,103,216,1016,770,574,104
100166,20250102,3,105,202,1017,792,771,115
100167,20250102,3,105,214,1018,818,648,16
100168,20250102,3,104,218,1019,1024,842,49
100169,20250102,3,104,204,1020,980,836,58
100170,20250102,3,101,202,1021,1000,878,8
100171,20250102,3,104,211,1022,833,778,128
100172,20250102,3,104,213,1023,790,706,120
100173,20250102,3,105,203,1024,943,837,97
100174,20250102,3,105,218,1025,1020,958,112
100175,20250102,3,102,202,1026,991,675,138
100176,20250102,3,101,217,1027,733,635,86
100177,20250102,3,105,210,1028,1162,827,86
100178,20250102,3,103,220,1029,815,586,28
100179,20250102,3,103,214,1030,957,674,6
100180,20250103,1,101,218,1001,886,687,120
100181,20250103,1,101,216,1002,880,691,85
100182,20250103,1,105,212,1003,698,603,21
100183,20250103,1,101,201,1004,968,596,50
100184,20250103,1,105,219,1005,890,637,40
100185,20250103,1,103,202,1006,763,558,50
100186,20250103,1,104,202,1007,868,761,55
100187,20250103,1,101,216,1008,655,598,97
100188,20250103,1,102,219,1009,871,751,33
100189,20250103,1,101,210,1010,711,708,108
100190,20250103,1,101,218,1011,789,761,18
100191,20250103,1,105,206,1012,622,585,25
100192,20250103,1,105,217,1013,628,617,15
100193,20250103,1,103,213,1014,623,612,44
100194,20250103,1,105,211,1015,1068,844,57
100195,20250103,1,101,203,1016,680,658,121
100196,20250103,1,104,209,1017,940,569,74
100197,20250103,1,104,207,1018,665,647,115
100198,20250103,1,103,210,1019,915,671,63
100199,20250103,1,103,206,1020,615,583,119
100200,20250103,1,105,209,1021,842,594,45
100201,20250103,1,103,201,1022,1020,1010,25
100202,20250103,1,105,209,1023,711,687,17
100203,20250103,1,101,215,1024,752,632,132
100204,20250103,1,105,213,1025,766,766,69
100205,20250103,1,104,210,1026,1198,978,72
100206,20250103,1,104,205,1027,977,606,6
100207,20250103,1,104,207,1028,769,741,30
100208,20250103,1,105,211,1029,906,832,72
100209,20250103,1,104,217,1030,764,623,11
100210,20250103,2,104,213,1001,986,973,90
100211,20250103,2,104,215,1002,636,609,134
100212,20250103,2,103,202,1003,1186,937,99
100213,20250103,2,101,205,1004,875,700,16
100214,20250103,2,104,220,1005,805,745,15
100215,20250103,2,102,205,1006,930,767,87
100216,20250103,2,101,204,1007,777,573,129
100217,20250103,2,104,203,1008,878,737,112
100218,20250103,2,103,219,1009,824,622,111
100219,20250103,2,103,210,1010,925,662,104
100220,20250103,2,102,217,1011,867,593,23
100221,20250103,2,105,209,1012,779,670,93
100222,20250103,2,105,216,1013,682,577,50
100223,20250103,2,102,205,1014,1151,823,44
100224,20250103,2,104,217,1015,765,678,133
100225,20250103,2,103,208,1016,676,550,148
100226,20250103,2,102,218,1017,1138,622,105
100227,20250103,2,105,208,1018,963,670,21
100228,20250103,2,103,206,1019,934,808,126
100229,20250103,2,103,207,1020,974,866,56
100230,20250103,2,103,207,1021,816,757,93
100231,20250103,2,101,218,1022,917,890,120
100232,20250103,2,101,203,1023,911,829,117
100233,20250103,2,102,216,1024,1181,787,91
100234,20250103,2,105,201,1025,1078,646,120
100235,20250103,2,102,209,1026,982,665,69
100236,20250103,2,102,216,1027,884,571,141
100237,20250103,2,103,217,1028,850,693,150
100238,20250103,2,103,210,1029,1195,1154,102
100239,20250103,2,105,212,1030,1190,1184,144
100240,20250103,3,102,204,1001,1192,1142,71
100241,20250103,3,102,217,1002,988,863,24
100242,20250103,3,102,207,1003,921,693,23
100243,20250103,3,101,204,1004,911,818,126
100244,20250103,3,104,203,1005,1167,1149,40
100245,20250103,3,102,204,1006,1157,723,129
100246,20250103,3,103,202,1007,915,857,117
100247,20250103,3,103,207,1008,791,619,139
100248,20250103,3,102,210,1009,793,790,102
100249,20250103,3,101,203,1010,907,858,94
100250,20250103,3,102,201,1011,1096,800,93
100251,20250103,3,103,203,1012,1132,883,131
100252,20250103,3,104,206,1013,680,674,57
100253,20250103,3,102,205,1014,997,679,144
100254,20250103,3,102,218,1015,1159,1021,20
100255,20250103,3,102,207,1016,885,650,98
100256,20250103,3,104,210,1017,911,631,9
100257,20250103,3,105,217,1018,1041,992,45
100258,20250103,3,104,202,1019,640,631,136
100259,20250103,3,104,212,1020,609,565,134
100260,20250103,3,102,208,1021,904,569,52
100261,20250103,3,103,207,1022,1022,993,74
100262,20250103,3,104,217,1023,1021,714,73
100263,20250103,3,101,211,1024,697,589,71
100264,20250103,3,101,207,1025,847,839,18
100265,20250103,3,104,205,1026,787,675,80
100266,20250103,3,104,201,1027,644,643,87
100267,20250103,3,104,204,1028,771,672,61
100268,20250103,3,104,209,1029,939,821,66
100269,20250103,3,104,206,1030,797,679,81
100270,20250104,1,102,218,1001,831,806,90
100271,20250104,1,101,214,1002,635,617,37
100272,20250104,1,104,209,1003,990,885,36
100273,20250104,1,104,213,1004,1018,682,100
100274,20250104,1,102,209,1005,900,627,97
100275,20250104,1,105,205,1006,1140,837,124
100276,20250104,1,103,214,1007,983,806,150
100277,20250104,1,101,216,1008,1047,972,101
100278,20250104,1,103,205,1009,996,758,59
100279,20250104,1,102,208,1010,806,619,30
100280,20250104,1,104,219,1011,714,709,19
100281,20250104,1,103,216,1012,970,594,120
100282,20250104,1,103,210,1013,780,641,51
100283,20250104,1,101,212,1014,646,645,110
100284,20250104,1,103,207,1015,1031,777,15
100285,20250104,1,105,213,1016,995,821,130
100286,20250104,1,102,213,1017,1021,655,101
100287,20250104,1,101,214,1018,615,585,24
100288,20250104,1,104,206,1019,1006,666,23
100289,20250104,1,102,212,1020,958,563,37
100290,20250104,1,101,220,1021,958,689,120
100291,20250104,1,102,211,1022,622,622,109
100292,20250104,1,105,215,1023,1138,593,19
100293,20250104,1,105,207,1024,776,732,27
100294,20250104,1,101,213,1025,959,682,39
100295,20250104,1,104,208,1026,737,611,79
100296,20250104,1,103,220,1027,787,713,100
100297,20250104,1,101,208,1028,759,669,142
100298,20250104,1,105,214,1029,791,754,73
100299,20250104,1,103,205,1030,1197,1071,141
100300,20250104,2,102,205,1001,734,604,87
100301,20250104,2,102,212,1002,840,553,136
100302,20250104,2,105,216,1003,746,586,64
100303,20250104,2,103,216,1004,964,722,48
100304,20250104,2,102,219,1005,1101,587,72
100305,20250104,2,105,213,1006,643,617,26
100306,20250104,2,105,212,1007,921,893,136
100307,20250104,2,102,210,1008,807,593,121
100308,20250104,2,103,207,1009,681,674,98
100309,20250104,2,104,220,1010,753,560,86
100310,20250104,2,102,203,1011,914,872,110
100311,20250104,2,105,215,1012,1082,847,138
100312,20250104,2,102,206,1013,667,648,66
100313,20250104,2,101,209,1014,1031,991,136
100314,20250104,2,102,211,1015,1154,618,13
100315,20250104,2,102,216,1016,749,550,123
100316,20250104,2,105,219,1017,663,606,59
100317,20250104,2,102,213,1018,821,813,38
100318,20250104,2,102,211,1019,969,714,68
100319,20250104,2,103,202,1020,1135,1091,19
100320,20250104,2,105,220,1021,1019,762,139
100321,20250104,2,103,210,1022,1059,601,59
100322,20250104,2,102,211,1023,756,661,99
100323,20250104,2,101,204,1024,664,555,87
100324,20250104,2,104,206,1025,995,885,138
100325,20250104,2,105,201,1026,777,552,14
100326,20250104,2,105,218,1027,723,582,26
100327,20250104,2,101,217,1028,810,553,85
100328,20250104,2,101,211,1029,1022,782,15
100329,20250104,2,103,210,1030,670,656,131
100330,20250104,3,104,218,1001,1099,612,27
100331,20250104,3,105,209,1002,1007,554,9
100332,20250104,3,102,213,1003,621,565,149
100333,20250104,3,105,204,1004,1191,1068,62
100334,20250104,3,103,205,1005,801,704,29
100335,20250104,3,101,206,1006,853,703,117
100336,20250104,3,102,211,1007,967,674,117
100337,20250104,3,105,210,1008,636,596,67
100338,20250104,3,101,201,1009,862,821,96
100339,20250104,3,101,208,1010,1141,949,11
100340,20250104,3,101,213,1011,842,627,132
100341,20250104,3,104,208,1012,1152,1033,106
100342,20250104,3,104,207,1013,729,666,125
100343,20250104,3,105,201,1014,1018,799,138
100344,20250104,3,102,218,1015,858,625,56
100345,20250104,3,104,205,1016,670,565,26
100346,20250104,3,101,208,1017,1134,941,138
100347,20250104,3,103,210,1018,1143,948,82
100348,20250104,3,104,207,1019,1107,683,20
100349,20250104,3,103,201,1020,707,585,135
100350,20250104,3,102,219,1021,902,684,20
100351,20250104,3,105,215,1022,632,579,64
100352,20250104,3,105,213,1023,985,754,141
100353,20250104,3,105,203,1024,729,581,44
100354,20250104,3,105,212,1025,925,653,44
100355,20250104,3,103,209,1026,975,941,102
100356,20250104,3,101,210,1027,629,560,114
100357,20250104,3,101,214,1028,985,669,44
100358,20250104,3,105,220,1029,750,668,87
100359,20250104,3,105,218,1030,1062,632,64
100360,20250105,1,103,212,1001,1081,561,24
100361,20250105,1,101,203,1002,1166,832,103
100362,20250105,1,103,202,1003,967,800,36
100363,20250105,1,103,218,1004,712,588,130
100364,20250105,1,103,210,1005,671,618,24
100365,20250105,1,101,201,1006,1033,589,130
100366,20250105,1,104,217,1007,824,584,18
100367,20250105,1,103,207,1008,909,555,36
100368,20250105,1,105,212,1009,924,861,125
100369,20250105,1,102,220,1010,1121,583,84
100370,20250105,1,102,207,1011,929,850,10
100371,20250105,1,103,211,1012,1093,629,80
100372,20250105,1,101,209,1013,1079,744,6
100373,20250105,1,101,220,1014,1068,870,46
100374,20250105,1,102,203,1015,643,594,83
100375,20250105,1,101,214,1016,1026,631,24
100376,20250105,1,105,204,1017,677,611,95
100377,20250105,1,102,201,1018,1018,900,75
100378,20250105,1,102,210,1019,681,658,146
100379,20250105,1,104,215,1020,852,715,88
100380,20250105,1,105,203,1021,647,581,41
100381,20250105,1,105,219,1022,1173,1145,133
100382,20250105,1,102,220,1023,667,629,67
100383,20250105,1,104,211,1024,992,924,138
100384,20250105,1,103,211,1025,1190,828,65
100385,20250105,1,105,219,1026,1066,712,89
100386,20250105,1,104,219,1027,956,786,121
100387,20250105,1,104,213,1028,1055,782,112
100388,20250105,1,103,203,1029,854,580,139
100389,20250105,1,105,214,1030,725,648,58
100390,20250105,2,104,218,1001,990,846,131
100391,20250105,2,102,217,1002,622,574,87
100392,20250105,2,101,208,1003,782,602,12
100393,20250105,2,102,202,1004,940,617,21
100394,20250105,2,105,201,1005,617,592,121
100395,20250105,2,104,218,1006,717,694,47
100396,20250105,2,101,213,1007,719,617,32
100397,20250105,2,101,213,1008,884,649,105
100398,20250105,2,103,213,1009,676,639,143
100399,20250105,2,102,202,1010,1167,732,18
100400,20250105,2,102,217,1011,977,601,139
100401,20250105,2,105,205,1012,715,584,139
100402,20250105,2,105,215,1013,810,557,21
100403,20250105,2,101,220,1014,1196,582,11
100404,20250105,2,102,219,1015,1133,778,47
100405,20250105,2,103,203,1016,1043,996,121
100406,20250105,2,102,219,1017,624,570,83
100407,20250105,2,103,216,1018,922,735,31
100408,20250105,2,105,218,1019,784,675,110
100409,20250105,2,105,206,1020,1044,760,150
100410,20250105,2,103,215,1021,1142,1064,26
100411,20250105,2,103,216,1022,894,730,137
100412,20250105,2,101,201,1023,980,722,33
100413,20250105,2,102,203,1024,1062,828,88
100414,20250105,2,104,207,1025,663,643,47
100415,20250105,2,101,220,1026,665,650,126
100416,20250105,2,105,204,1027,759,718,18
100417,20250105,2,102,202,1028,637,597,103
100418,20250105,2,102,202,1029,1121,1111,5
100419,20250105,2,103,203,1030,1050,907,136
100420,20250105,3,103,219,1001,840,792,110
100421,20250105,3,104,208,1002,1185,559,21
100422,20250105,3,104,217,1003,832,687,122
100423,20250105,3,103,219,1004,1170,645,89
100424,20250105,3,102,207,1005,737,590,25
100425,20250105,3,103,203,1006,761,707,120
100426,20250105,3,103,211,1007,1148,873,105
100427,20250105,3,104,206,1008,893,666,63
100428,20250105,3,104,205,1009,1007,937,109
100429,20250105,3,105,206,1010,633,596,116
100430,20250105,3,104,207,1011,845,590,101
100431,20250105,3,105,216,1012,864,737,135
100432,20250105,3,101,207,1013,615,584,79
100433,20250105,3,101,205,1014,975,739,63
100434,20250105,3,105,206,1015,990,589,128
100435,20250105,3,102,219,1016,796,577,85
100436,20250105,3,102,204,1017,931,854,149
100437,20250105,3,105,211,1018,755,566,9
100438,20250105,3,102,216,1019,1147,652,105
100439,20250105,3,105,207,1020,1040,699,31
100440,20250105,3,104,210,1021,952,795,113
100441,20250105,3,105,203,1022,717,701,72
100442,20250105,3,104,211,1023,734,571,79
100443,20250105,3,102,218,1024,915,653,112
100444,20250105,3,101,204,1025,1075,768,14
100445,20250105,3,101,203,1026,824,560,119
100446,20250105,3,104,208,1027,835,758,81
100447,20250105,3,101,217,1028,875,808,23
100448,20250105,3,104,207,1029,1020,632,62
100449,20250105,3,104,211,1030,880,872,84
100450,20250106,1,101,209,1001,994,898,132
100451,20250106,1,105,217,1002,898,688,50
100452,20250106,1,101,213,1003,891,829,23
100453,20250106,1,102,211,1004,1000,763,104
100454,20250106,1,102,219,1005,1100,970,71
100455,20250106,1,103,206,1006,889,661,150
100456,20250106,1,105,208,1007,976,964,99
100457,20250106,1,101,219,1008,883,862,13
100458,20250106,1,105,212,1009,1026,856,101
100459,20250106,1,104,211,1010,942,804,99
100460,20250106,1,102,218,1011,963,621,75
100461,20250106,1,105,213,1012,608,576,19
100462,20250106,1,105,209,1013,899,593,147
100463,20250106,1,102,207,1014,698,575,116
100464,20250106,1,102,217,1015,919,599,15
100465,20250106,1,101,209,1016,1030,646,82
100466,20250106,1,103,216,1017,1013,788,72
100467,20250106,1,105,201,1018,801,599,139
100468,20250106,1,105,213,1019,803,649,38
100469,20250106,1,103,212,1020,949,914,119
100470,20250106,1,105,204,1021,641,629,85
100471,20250106,1,103,220,1022,970,651,93
100472,20250106,1,105,202,1023,791,581,92
100473,20250106,1,105,208,1024,913,728,133
100474,20250106,1,104,213,1025,795,572,89
100475,20250106,1,102,215,1026,734,634,106
100476,20250106,1,105,216,1027,941,847,67
100477,20250106,1,103,208,1028,909,851,143
100478,20250106,1,103,204,1029,986,757,84
100479,20250106,1,103,218,1030,710,628,113
100480,20250106,2,101,216,1001,1010,969,86
100481,20250106,2,104,210,1002,691,566,24
100482,20250106,2,102,215,1003,1164,752,94
100483,20250106,2,103,208,1004,1125,720,61
100484,20250106,2,105,208,1005,979,891,137
100485,20250106,2,101,218,1006,691,564,149
100486,20250106,2,102,213,1007,1048,805,137
100487,20250106,2,105,212,1008,690,628,35
100488,20250106,2,103,208,1009,1057,955,92
100489,20250106,2,105,220,1010,773,753,129
100490,20250106,2,103,218,1011,858,784,27
100491,20250106,2,105,203,1012,642,611,120
100492,20250106,2,102,220,1013,896,620,113
100493,20250106,2,104,201,1014,809,755,121
100494,20250106,2,101,212,1015,949,707,149
100495,20250106,2,101,212,1016,970,803,10
100496,20250106,2,103,207,1017,730,610,7
100497,20250106,2,102,206,1018,820,691,7
100498,20250106,2,103,210,1019,675,637,129
100499,20250106,2,102,214,1020,875,715,46
100500,20250106,2,105,208,1021,772,634,102
100501,20250106,2,103,212,1022,959,553,6
100502,20250106,2,101,201,1023,755,684,140
100503,20250106,2,101,208,1024,1092,821,136
100504,20250106,2,103,220,1025,1065,956,113
100505,20250106,2,104,217,1026,996,866,21
100506,20250106,2,102,211,1027,1006,656,23
100507,20250106,2,101,202,1028,625,595,66
100508,20250106,2,101,216,1029,1116,577,73
100509,20250106,2,104,213,1030,1095,871,54
100510,20250106,3,104,211,1001,673,635,28
100511,20250106,3,103,216,1002,741,597,13
100512,20250106,3,101,220,1003,760,754,68
100513,20250106,3,105,207,1004,809,734,18
100514,20250106,3,105,216,1005,755,660,11
100515,20250106,3,103,209,1006,665,601,28
100516,20250106,3,105,214,1007,782,587,43
100517,20250106,3,101,216,1008,854,801,102
100518,20250106,3,103,201,1009,834,702,9
100519,20250106,3,105,210,1010,658,555,52
100520,20250106,3,104,206,1011,984,581,23
100521,20250106,3,105,211,1012,905,735,106
100522,20250106,3,102,202,1013,1012,588,15
100523,20250106,3,104,220,1014,880,796,51
100524,20250106,3,103,206,1015,750,572,78
100525,20250106,3,101,203,1016,637,582,35
100526,20250106,3,101,203,1017,1173,566,145
100527,20250106,3,103,202,1018,794,644,133
100528,20250106,3,104,204,1019,1037,767,106
100529,20250106,3,104,211,1020,861,557,55
100530,20250106,3,102,202,1021,989,818,138
100531,20250106,3,101,213,1022,804,687,133
100532,20250106,3,104,205,1023,940,601,77
100533,20250106,3,103,219,1024,876,793,143
100534,20250106,3,103,204,1025,769,552,111
100535,20250106,3,105,201,1026,736,623,79
100536,20250106,3,104,214,1027,806,638,114
100537,20250106,3,101,211,1028,824,726,96
100538,20250106,3,101,212,1029,652,570,19
100539,20250106,3,102,209,1030,729,566,43
100540,20250107,1,103,201,1001,813,633,53
100541,20250107,1,102,210,1002,866,622,92
100542,20250107,1,103,202,1003,605,572,65
100543,20250107,1,104,204,1004,1145,888,88
100544,20250107,1,101,216,1005,1144,1033,82
100545,20250107,1,104,212,1006,860,712,72
100546,20250107,1,103,207,1007,814,593,96
100547,20250107,1,101,211,1008,1040,702,135
100548,20250107,1,102,219,1009,680,661,88
100549,20250107,1,104,218,1010,920,847,68
100550,20250107,1,101,215,1011,633,559,119
100551,20250107,1,104,204,1012,960,590,23
100552,20250107,1,101,219,1013,709,643,90
100553,20250107,1,104,209,1014,931,763,20
100554,20250107,1,104,211,1015,1042,630,84
100555,20250107,1,105,209,1016,740,642,92
100556,20250107,1,105,203,1017,1185,581,57
100557,20250107,1,105,205,1018,845,844,45
100558,20250107,1,101,201,1019,835,588,75
100559,20250107,1,102,212,1020,787,679,128
100560,20250107,1,102,207,1021,806,553,55
100561,20250107,1,103,210,1022,700,611,12
100562,20250107,1,102,201,1023,1052,935,92
100563,20250107,1,104,207,1024,602,596,101
100564,20250107,1,103,206,1025,858,712,113
100565,20250107,1,101,203,1026,867,674,10
100566,20250107,1,103,206,1027,741,645,57
100567,20250107,1,104,208,1028,1081,615,53
100568,20250107,1,105,205,1029,1140,804,47
100569,20250107,1,103,217,1030,776,718,135
100570,20250107,2,105,213,1001,910,794,138
100571,20250107,2,102,220,1002,844,792,100
100572,20250107,2,103,202,1003,769,584,44
100573,20250107,2,104,206,1004,662,655,45
100574,20250107,2,102,211,1005,785,666,97
100575,20250107,2,103,210,1006,731,565,75
100576,20250107,2,101,206,1007,865,677,124
100577,20250107,2,101,211,1008,614,556,15
100578,20250107,2,105,217,1009,779,584,43
100579,20250107,2,101,215,1010,1146,679,6
100580,20250107,2,102,202,1011,1031,841,73
100581,20250107,2,101,218,1012,946,560,6
100582,20250107,2,102,202,1013,1158,936,59
100583,20250107,2,104,211,1014,1129,980,86
100584,20250107,2,101,205,1015,929,798,150
100585,20250107,2,103,203,1016,794,702,44
100586,20250107,2,101,203,1017,1000,857,119
100587,20250107,2,102,206,1018,825,659,33
100588,20250107,2,105,201,1019,802,801,115
100589,20250107,2,103,208,1020,1189,1062,121
100590,20250107,2,104,206,1021,734,587,49
100591,20250107,2,102,208,1022,712,676,62
100592,20250107,2,102,214,1023,753,633,97
100593,20250107,2,101,207,1024,835,707,7
100594,20250107,2,105,207,1025,991,751,11
100595,20250107,2,102,205,1026,1178,721,119
100596,20250107,2,101,211,1027,866,629,107
100597,20250107,2,105,220,1028,805,729,115
100598,20250107,2,102,201,1029,1126,686,100
100599,20250107,2,105,216,1030,919,809,40
100600,20250107,3,104,211,1001,995,939,99
100601,20250107,3,104,204,1002,1145,604,48
100602,20250107,3,104,206,1003,875,865,148
100603,20250107,3,101,220,1004,1181,704,72
100604,20250107,3,104,203,1005,941,758,21
100605,20250107,3,103,207,1006,1131,568,65
100606,20250107,3,105,208,1007,692,640,103
100607,20250107,3,103,215,1008,614,568,24
100608,20250107,3,104,216,1009,905,723,53
100609,20250107,3,103,210,1010,896,687,134
100610,20250107,3,105,202,1011,676,575,81
100611,20250107,3,105,205,1012,762,690,133
100612,20250107,3,101,213,1013,752,566,141
100613,20250107,3,103,217,1014,630,563,47
100614,20250107,3,101,219,1015,1078,817,117
100615,20250107,3,105,206,1016,1135,617,137
100616,20250107,3,105,202,1017,637,612,121
100617,20250107,3,103,207,1018,1107,903,124
100618,20250107,3,101,217,1019,1176,1051,61
100619,20250107,3,101,201,1020,600,600,23
100620,20250107,3,101,207,1021,704,629,115
100621,20250107,3,104,201,1022,872,682,63
100622,20250107,3,103,206,1023,783,612,92
