complaint_id,date_id,customer_id,part_id,defect_id,complaint_qty,cost_impact,status
800054,20250216,4,1026,2,76,21771.74,Under Investigation
800055,20250216,3,1009,6,71,14987.92,Under Investigation
800056,20250218,3,1026,3,7,2862.73,Closed
800057,20250218,1,1018,7,52,19725.3,Open
800058,20250218,4,1004,8,61,14356.61,Open
800059,20250219,5,1007,4,30,13409.55,Open
800060,20250219,1,1007,3,12,3012.2,Under Investigation
800061,20250219,5,1028,2,75,22958.31,Open
800062,20250220,2,1003,8,8,2200.32,Open
800063,20250220,1,1029,4,58,14390.37,Closed
800064,20250221,3,1021,2,19,6452.07,Open
800065,20250221,2,1009,5,45,14320.27,Under Investigation
800066,20250221,3,1008,5,70,32930.94,Open
800067,20250222,5,1016,5,23,9497.09,Closed
800068,20250222,5,1019,5,28,6679.36,Closed
800069,20250222,2,1029,8,65,26417.53,Under Investigation
800070,20250223,3,1022,3,69,30923.92,Open
800071,20250223,2,1001,6,31,11760.53,Open
800072,20250225,3,1028,3,64,11461.51,Open
800073,20250225,3,1007,4,52,8861.01,Closed
800074,20250226,2,1021,5,14,2932.37,Closed
800075,20250226,5,1028,4,77,25332.53,Open
800076,20250226,2,1001,4,9,3108.18,Open
800077,20250227,2,1022,1,70,32876.0,Under Investigation
800078,20250228,1,1007,7,14,4903.5,Under Investigation
800079,20250301,5,1021,4,78,22592.87,Closed
800080,20250302,2,1011,2,37,14485.59,Open
800081,20250303,1,1017,5,68,29698.92,Under Investigation
800082,20250304,3,1004,7,37,11442.75,Under Investigation
800083,20250307,3,1007,3,50,10773.63,Closed
800084,20250307,5,1013,7,80,34705.3,Open
800085,20250308,2,1009,7,39,6660.42,Open
800086,20250308,2,1001,3,10,2441.07,Open
800087,20250309,1,1004,7,67,16632.19,Open
800088,20250309,2,1002,7,45,12669.72,Closed
800089,20250309,4,1008,3,72,29301.03,Under Investigation
800090,20250310,3,1008,1,77,14007.96,Under Investigation
800091,20250310,2,1014,3,24,11772.37,Open
800092,20250310,5,1023,6,41,10553.39,Closed
800093,20250312,3,1017,5,53,9707.93,Closed
800094,20250312,1,1013,3,23,4130.33,Closed
800095,20250313,2,1029,2,48,13981.98,Under Investigation
800096,20250313,1,1002,7,10,2183.36,Open
800097,20250314,1,1023,6,26,9927.02,Closed
800098,20250315,5,1009,4,74,17215.34,Under Investigation
800099,20250317,2,1007,6,76,22427.0,Closed
800100,20250317,3,1011,3,44,11382.39,Closed
800101,20250317,1,1027,4,61,11982.04,Closed
800102,20250318,2,1002,2,18,7164.34,Open
800103,20250320,2,1002,4,48,14184.16,Closed
800104,20250320,5,1010,6,18,7968.24,Open
800105,20250320,3,1024,5,45,20979.82,Closed
800106,20250321,4,1020,4,13,3807.97,Under Investigation
800107,20250321,3,1005,2,17,3067.2,Closed
800108,20250321,4,1017,8,26,8799.09,Closed
800109,20250323,2,1012,8,27,10327.71,Open
800110,20250324,5,1007,2,39,6209.93,Under Investigation
800111,20250325,3,1015,5,36,16312.16,Under Investigation
800112,20250325,3,1028,1,63,30533.74,Under Investigation
800113,20250326,5,1013,6,24,11442.93,Open
800114,20250326,4,1022,2,30,8180.73,Open
800115,20250326,5,1017,6,62,13956.27,Under Investigation
800116,20250327,4,1020,7,68,29980.96,Under Investigation
800117,20250327,5,1007,8,43,11458.03,Under Investigation
800118,20250329,5,1004,6,29,4902.71,Closed
800119,20250329,2,1013,7,15,3830.58,Open
800120,20250330,2,1025,3,46,13109.85,Closed
800121,20250330,4,1013,4,17,6862.25,Under Investigation
800122,20250330,1,1002,2,11,2295.08,Open
800123,20250331,1,1003,4,25,5395.61,Open
800124,20250331,3,1025,8,15,5994.25,Open
800125,20250401,5,1015,6,34,6529.43,Under Investigation
800126,20250402,5,1015,7,73,19542.71,Closed
800127,20250402,3,1013,4,63,28789.47,Open
800128,20250402,1,1017,7,9,3365.6,Open
800129,20250403,1,1027,1,53,16749.26,Open
800130,20250403,4,1012,4,30,5707.6,Open
800131,20250404,4,1018,5,75,12703.33,Closed
800132,20250404,4,1019,3,15,3689.52,Closed
800133,20250406,1,1016,1,76,27251.28,Open
800134,20250406,5,1029,5,49,19774.59,Under Investigation
800135,20250407,4,1019,4,31,8978.31,Under Investigation
800136,20250407,2,1009,2,33,14710.26,Under Investigation
800137,20250407,2,1004,5,55,20560.95,Open
800138,20250408,5,1016,6,13,5910.94,Closed
800139,20250409,1,1024,8,24,6806.66,Closed
800140,20250410,5,1001,1,30,14381.68,Open
800141,20250410,4,1014,2,8,1386.47,Under Investigation
800142,20250410,2,1010,8,50,22104.12,Closed
800143,20250411,5,1019,4,56,21484.98,Open
800144,20250411,4,1008,1,28,9788.94,Open
800145,20250412,2,1008,5,31,6951.21,Under Investigation
800146,20250412,4,1007,5,65,14667.57,Open
800147,20250413,1,1030,5,70,31542.0,Open
800148,20250413,2,1030,8,15,4138.81,Closed
800149,20250414,5,1013,1,34,14327.78,Open
800150,20250414,4,1024,6,39,19237.0,Open
800151,20250414,1,1026,7,5,2158.89,Under Investigation
800152,20250415,1,1025,1,15,4514.21,Under Investigation
800153,20250415,4,1013,1,24,9619.44,Under Investigation
800154,20250416,4,1017,4,49,24224.39,Closed
800155,20250416,1,1018,7,14,2491.71,Closed
800156,20250417,2,1017,3,73,14826.68,Open
800157,20250418,3,1026,8,65,20939.97,Under Investigation
800158,20250419,5,1005,4,45,7810.41,Under Investigation
800159,20250419,5,1027,3,34,11844.61,Open
800160,20250420,3,1014,1,6,1353.64,Open
800161,20250420,1,1007,5,27,12039.51,Open
800162,20250421,3,1013,7,38,17210.97,Open
800163,20250421,1,1004,8,41,15304.99,Closed
800164,20250421,3,1021,7,63,17435.69,Under Investigation
800165,20250422,1,1017,7,40,6689.08,Closed
800166,20250422,2,1018,1,63,12895.69,Closed
800167,20250422,2,1024,6,12,5873.75,Under Investigation
800168,20250423,5,1005,7,32,12851.43,Closed
800169,20250423,1,1002,1,25,11507.57,Under Investigation
800170,20250423,4,1001,7,34,11184.27,Under Investigation
800171,20250424,2,1006,4,8,1351.58,Under Investigation
800172,20250424,1,1019,2,74,17825.39,Closed
800173,20250425,2,1018,2,53,12333.57,Closed
800174,20250425,4,1027,2,59,13578.46,Open
800175,20250425,4,1024,8,21,8074.39,Closed
800176,20250426,5,1007,2,65,17534.95,Under Investigation
800177,20250426,2,1022,6,79,27747.71,Open
800178,20250426,3,1024,3,37,5600.27,Closed
800179,20250427,4,1014,4,69,28723.33,Closed
800180,20250427,2,1022,8,22,7109.45,Closed
800181,20250427,4,1005,6,33,7204.95,Open
800182,20250428,2,1024,6,61,20629.81,Under Investigation
800183,20250428,5,1022,8,77,37384.6,Under Investigation
800184,20250429,5,1030,4,32,10085.11,Under Investigation
800185,20250430,4,1029,5,33,6618.87,Closed
800186,20250430,1,1008,3,7,2760.03,Open
800187,20250501,1,1003,5,59,16759.66,Open
800188,20250501,5,1028,5,58,24800.82,Under Investigation
800189,20250503,4,1005,5,50,8035.53,Open
800190,20250505,3,1012,3,52,11165.43,Closed
800191,20250507,5,1022,7,33,9937.45,Under Investigation
800192,20250507,2,1009,2,39,16560.06,Open
800193,20250508,2,1009,2,61,26385.39,Closed
800194,20250508,2,1005,5,73,13055.84,Open
800195,20250508,1,1004,4,29,4690.41,Closed
800196,20250509,5,1009,7,52,25010.53,Under Investigation
800197,20250509,5,1022,3,52,22443.75,Closed
800198,20250509,3,1026,5,48,21351.95,Closed
800199,20250510,5,1029,7,33,8081.24,Open
800200,20250510,2,1014,8,57,25396.1,Closed
800201,20250511,3,1016,7,12,2851.21,Under Investigation
800202,20250511,5,1002,4,76,28189.21,Open
800203,20250513,4,1025,8,52,12161.48,Under Investigation
800204,20250514,5,1008,6,28,8942.36,Closed
800205,20250514,4,1026,5,63,26472.6,Under Investigation
800206,20250515,2,1012,3,18,3448.36,Under Investigation
800207,20250517,1,1012,5,14,4460.86,Open
800208,20250517,5,1019,4,37,9948.98,Under Investigation
800209,20250518,5,1012,6,69,28788.32,Open
800210,20250519,4,1018,4,71,17241.38,Open
800211,20250519,4,1013,2,58,25089.67,Open
800212,20250519,4,1028,5,80,32106.72,Open
800213,20250520,3,1008,6,10,2836.98,Open
800214,20250520,3,1008,2,44,15209.19,Closed
800215,20250520,1,1013,3,34,9740.45,Closed
800216,20250521,5,1006,3,49,16671.19,Open
800217,20250521,1,1002,3,35,13117.35,Closed
800218,20250521,2,1021,2,17,4185.17,Open
800219,20250524,1,1004,6,34,5863.69,Under Investigation
800220,20250525,2,1022,8,22,4092.74,Open
800221,20250526,1,1027,8,46,17090.71,Closed
800222,20250526,3,1010,1,46,7446.77,Open
800223,20250527,4,1010,7,31,10530.25,Under Investigation
800224,20250529,5,1005,5,74,17112.93,Under Investigation
800225,20250530,1,1003,2,9,3766.92,Open
800226,20250531,2,1017,4,74,22561.91,Open
800227,20250531,3,1013,2,77,15025.15,Open
800228,20250531,3,1002,6,17,3734.29,Under Investigation
800229,20250601,3,1012,3,33,6269.23,Under Investigation
800230,20250601,1,1013,8,31,5749.84,Open
800231,20250601,3,1003,6,32,5972.28,Under Investigation
800232,20250603,2,1018,6,66,11694.67,Open
800233,20250603,4,1020,7,43,8911.99,Open
800234,20250603,2,1023,4,31,13836.9,Closed
800235,20250607,4,1021,5,47,10126.66,Open
800236,20250608,4,1017,6,74,26194.24,Closed
800237,20250608,1,1009,7,15,2722.06,Closed
800238,20250609,1,1023,8,12,5285.33,Open
800239,20250611,3,1020,7,6,970.95,Under Investigation
800240,20250611,5,1006,6,65,27332.3,Under Investigation
800241,20250611,2,1008,1,30,8646.95,Under Investigation
800242,20250612,5,1007,3,37,5804.89,Under Investigation
800243,20250612,2,1029,8,67,10073.61,Open
800244,20250613,1,1028,2,38,11501.33,Closed
800245,20250614,3,1019,5,44,19954.55,Closed
800246,20250614,3,1028,6,77,16437.44,Open
800247,20250615,1,1030,5,72,27255.07,Open
800248,20250615,4,1005,8,5,2344.89,Closed
800249,20250616,4,1017,2,43,12517.44,Under Investigation
800250,20250616,1,1017,1,61,12508.48,Open
800251,20250617,1,1025,2,51,7796.81,Open
800252,20250617,3,1029,6,44,18242.49,Open
800253,20250617,3,1028,1,11,3854.81,Open
800254,20250619,2,1013,5,70,23972.39,Under Investigation
800255,20250620,5,1007,8,63,15449.79,Closed
800256,20250622,3,1009,2,64,17669.82,Open
800257,20250623,4,1014,7,24,11398.32,Closed
800258,20250625,2,1010,7,33,10379.95,Closed
800259,20250626,3,1017,2,15,5768.78,Closed
800260,20250626,5,1010,4,35,10775.49,Closed
800261,20250626,3,1011,4,64,18839.46,Closed
800262,20250627,3,1006,5,69,14977.83,Under Investigation
800263,20250627,2,1028,7,60,25922.85,Under Investigation
800264,20250627,4,1028,4,31,8345.2,Closed
800265,20250628,1,1008,4,44,8142.6,Open
800266,20250628,4,1016,6,55,26403.03,Closed
800267,20250628,3,1013,5,8,3869.07,Under Investigation
800268,20250630,4,1006,5,19,6618.61,Closed
800269,20250701,5,1018,4,5,1867.45,Closed
800270,20250701,3,1021,6,72,20785.01,Under Investigation
800271,20250701,4,1017,2,41,7449.02,Under Investigation
800272,20250702,5,1020,7,47,16810.22,Open
800273,20250703,5,1023,4,17,4912.25,Open
800274,20250703,1,1028,4,10,3931.88,Open
800275,20250705,1,1024,2,45,9456.69,Open
800276,20250705,2,1027,4,76,27246.04,Open
800277,20250707,4,1024,4,15,4930.76,Under Investigation
800278,20250707,1,1029,3,52,25352.92,Open
800279,20250708,1,1025,5,36,9744.03,Open
800280,20250708,2,1013,6,48,10932.59,Under Investigation
800281,20250709,3,1008,2,21,9554.71,Closed
800282,20250710,2,1026,5,65,26035.08,Under Investigation
800283,20250710,3,1017,3,11,4248.65,Closed
800284,20250710,3,1009,2,74,25834.18,Open
800285,20250711,5,1003,5,27,9187.02,Under Investigation
800286,20250711,2,1002,3,77,38254.35,Under Investigation
800287,20250712,3,1019,1,18,4157.27,Closed
800288,20250713,1,1025,6,49,23638.0,Closed
800289,20250713,3,1025,1,33,10493.82,Closed
800290,20250713,1,1027,6,6,1710.8,Closed
800291,20250714,1,1012,5,75,13455.92,Under Investigation
800292,20250716,3,1022,6,42,13930.29,Open
800293,20250718,3,1018,6,23,9310.21,Closed
800294,20250718,1,1011,5,44,9117.22,Under Investigation
800295,20250718,1,1012,7,25,5811.26,Open
800296,20250719,1,1021,5,45,14120.51,Open
800297,20250719,1,1027,4,14,4996.4,Open
800298,20250719,1,1029,2,16,4735.31,Open
800299,20250720,4,1004,2,15,4539.58,Closed
800300,20250721,5,1029,4,29,7471.04,Open
800301,20250721,2,1026,4,26,5816.22,Open
800302,20250721,3,1004,7,67,20777.12,Closed
800303,20250722,4,1002,4,41,6278.58,Under Investigation
800304,20250723,1,1016,4,64,11384.09,Open
800305,20250725,3,1023,5,45,10402.1,Closed
800306,20250725,3,1015,3,43,21048.03,Closed
800307,20250725,4,1016,7,41,9532.99,Under Investigation
800308,20250726,3,1019,2,70,16349.91,Closed
800309,20250728,3,1017,4,13,5054.37,Under Investigation
800310,20250728,4,1024,3,51,18970.63,Closed
800311,20250728,4,1024,6,54,17663.28,Under Investigation
800312,20250729,3,1007,8,62,24900.15,Closed
800313,20250802,5,1006,6,10,2441.71,Under Investigation
800314,20250802,2,1010,4,48,22208.14,Under Investigation
800315,20250802,5,1026,8,68,13610.74,Open
800316,20250803,3,1001,4,10,4182.14,Open
800317,20250803,1,1012,1,54,18366.36,Open
800318,20250803,2,1029,8,26,4949.96,Closed
800319,20250804,1,1004,1,58,9014.6,Open
800320,20250804,5,1028,8,8,1677.42,Open
800321,20250805,3,1024,1,16,7892.55,Under Investigation
800322,20250805,1,1024,7,68,33780.5,Under Investigation
800323,20250805,2,1022,2,72,15823.41,Open
800324,20250806,3,1027,7,74,34366.39,Closed
800325,20250806,4,1020,6,14,2799.25,Under Investigation
800326,20250807,5,1016,7,19,5632.69,Under Investigation
800327,20250807,5,1008,2,22,3519.65,Under Investigation
800328,20250807,1,1004,2,43,7378.64,Closed
800329,20250810,5,1023,6,59,18040.5,Closed
800330,20250811,4,1010,2,74,28719.58,Under Investigation
800331,20250812,5,1013,5,26,6977.81,Closed
800332,20250812,4,1009,8,80,39545.26,Open
800333,20250813,4,1017,8,8,1741.52,Under Investigation
800334,20250813,5,1012,7,55,26184.89,Open
800335,20250813,5,1009,7,80,34168.93,Open
800336,20250814,4,1013,4,16,3113.43,Under Investigation
800337,20250814,4,1025,1,12,3586.83,Open
800338,20250814,3,1004,6,17,3868.13,Closed
800339,20250816,2,1019,6,76,37654.31,Closed
800340,20250817,1,1030,4,58,20603.9,Closed
800341,20250817,1,1018,6,52,12227.52,Closed
800342,20250817,1,1017,7,36,9248.26,Under Investigation
800343,20250818,1,1018,4,70,30856.29,Closed
800344,20250821,5,1014,1,58,21499.67,Under Investigation
800345,20250823,4,1012,7,45,20134.07,Open
800346,20250823,1,1008,8,7,2868.52,Closed
800347,20250824,2,1012,1,59,25495.69,Under Investigation
800348,20250824,1,1020,1,58,16648.46,Closed
800349,20250824,4,1019,4,40,7081.27,Open
800350,20250825,1,1017,7,65,27659.61,Open
800351,20250825,5,1019,6,72,13188.58,Open
800352,20250825,4,1014,1,51,16309.99,Under Investigation
800353,20250826,1,1026,7,21,4195.15,Open
800354,20250827,1,1020,3,33,13841.76,Open
800355,20250828,4,1026,3,10,3881.8,Open
800356,20250829,3,1026,6,72,20596.9,Under Investigation
800357,20250829,4,1008,3,13,3396.12,Closed
800358,20250829,2,1002,3,37,6230.86,Under Investigation
800359,20250830,1,1002,6,69,14651.14,Under Investigation
800360,20250830,3,1010,7,44,19086.07,Open
800361,20250830,4,1013,4,49,10162.28,Closed
800362,20250831,2,1017,3,10,2373.51,Under Investigation
800363,20250831,3,1013,4,17,4828.98,Closed
800364,20250831,5,1002,7,15,3753.83,Closed
800365,20250902,5,1021,2,71,23312.36,Under Investigation
800366,20250904,4,1018,1,7,3364.04,Open
800367,20250904,4,1004,6,76,30287.59,Closed
800368,20250904,2,1010,2,24,8455.37,Under Investigation
800369,20250905,2,1024,1,36,9081.27,Under Investigation
800370,20250905,1,1008,2,30,11880.14,Open
800371,20250906,3,1027,6,5,1097.88,Closed
800372,20250906,2,1022,4,59,28363.28,Under Investigation
800373,20250906,5,1016,5,10,2167.53,Under Investigation
800374,20250908,2,1008,3,10,3984.16,Closed
800375,20250908,5,1012,6,69,31155.54,Under Investigation
800376,20250909,4,1024,4,10,2655.91,Open
800377,20250909,3,1007,7,58,10636.11,Closed
800378,20250913,4,1028,7,57,11557.85,Under Investigation
800379,20250913,2,1007,6,20,4289.55,Closed
800380,20250913,2,1017,7,17,2919.0,Closed
800381,20250914,2,1019,4,9,3603.92,Under Investigation
800382,20250914,5,1023,4,17,2661.64,Under Investigation
800383,20250914,1,1010,6,25,4386.35,Closed
800384,20250915,2,1029,7,62,26677.63,Under Investigation
800385,20250915,1,1012,5,6,1971.96,Under Investigation
800386,20250915,3,1025,2,9,4267.1,Open
800387,20250922,1,1004,6,7,3218.63,Under Investigation
800388,20250922,3,1003,6,58,15260.53,Under Investigation
800389,20250922,1,1009,4,60,25807.97,Under Investigation
800390,20250924,1,1022,6,68,10256.19,Closed
800391,20250925,3,1005,3,24,11056.23,Open
800392,20250925,5,1021,6,80,13319.8,Open
800393,20250925,4,1021,2,53,21837.98,Under Investigation
800394,20250926,2,1020,1,33,9146.19,Under Investigation
800395,20250926,1,1001,7,29,13414.6,Open
800396,20250927,2,1014,2,64,20572.41,Open
800397,20250927,5,1015,6,23,4998.24,Open
800398,20250927,2,1008,6,51,14875.57,Under Investigation
800399,20250928,1,1012,4,47,8414.93,Open
800400,20250928,3,1025,6,63,22959.71,Open
800401,20250928,3,1030,7,24,6333.21,Open
800402,20250929,2,1004,7,34,15846.51,Under Investigation
800403,20250929,5,1027,1,80,37396.69,Closed
800404,20250929,2,1014,5,43,16295.05,Under Investigation
800405,20250930,4,1021,1,50,16145.63,Under Investigation
800406,20251002,3,1019,3,43,17553.35,Open
800407,20251003,1,1007,1,70,24532.46,Open
800408,20251003,1,1005,3,31,4744.37,Under Investigation
800409,20251003,4,1022,2,51,14564.41,Under Investigation
800410,20251004,3,1002,4,66,21822.38,Under Investigation
800411,20251004,1,1019,2,51,18370.69,Under Investigation
800412,20251004,3,1010,5,71,28349.32,Open
800413,20251008,4,1010,1,48,13105.32,Closed
800414,20251008,5,1019,5,50,12361.59,Open
800415,20251008,2,1006,1,53,25980.86,Closed
800416,20251009,2,1004,3,20,9012.49,Closed
800417,20251009,1,1024,2,72,22649.6,Open
800418,20251010,1,1025,2,62,29963.77,Open
800419,20251010,2,1023,1,8,1930.44,Open
800420,20251010,5,1012,5,59,15429.21,Open
800421,20251011,2,1027,1,14,3725.4,Open
800422,20251011,5,1027,7,26,5907.34,Closed
800423,20251011,4,1027,6,76,27844.54,Open
800424,20251012,1,1008,6,25,4404.46,Closed
800425,20251012,2,1005,5,61,26688.72,Under Investigation
800426,20251014,3,1010,6,79,24745.31,Closed
800427,20251014,3,1012,6,15,4647.22,Under Investigation
800428,20251015,5,1008,1,53,9754.96,Open
800429,20251015,2,1011,3,12,1821.35,Closed
800430,20251018,5,1008,4,8,3336.23,Open
800431,20251019,5,1022,3,12,3638.13,Open
800432,20251020,1,1006,2,65,24636.91,Open
800433,20251020,1,1024,1,20,3871.55,Open
800434,20251020,1,1023,7,43,10018.77,Under Investigation
800435,20251021,4,1006,6,80,15143.53,Closed
800436,20251022,5,1009,5,54,9792.68,Under Investigation
800437,20251022,1,1003,6,73,33908.3,Closed
800438,20251022,1,1017,6,69,25293.36,Closed
800439,20251023,3,1004,2,32,5753.5,Under Investigation
800440,20251023,2,1022,5,70,28847.19,Closed
800441,20251023,4,1003,8,68,19841.15,Under Investigation
800442,20251025,4,1009,5,14,4036.34,Under Investigation
800443,20251025,2,1022,4,76,31424.84,Closed
800444,20251027,1,1027,7,79,22412.59,Open
800445,20251027,3,1030,7,63,29944.27,Under Investigation
800446,20251027,2,1015,1,41,7424.62,Open
800447,20251030,1,1025,5,25,6876.7,Closed
800448,20251030,1,1008,7,65,31608.8,Open
800449,20251030,2,1019,1,69,31717.12,Under Investigation
800450,20251031,1,1001,1,62,24261.16,Under Investigation
800451,20251031,1,1002,1,8,2187.56,Open
800452,20251101,5,1012,5,24,9285.55,Open
800453,20251101,5,1028,1,6,2380.53,Open
800454,20251101,2,1003,3,23,11433.74,Under Investigation
800455,20251103,1,1003,6,65,14952.32,Open
800456,20251103,1,1002,6,62,13683.54,Under Investigation
800457,20251103,4,1007,4,9,1387.59,Closed
800458,20251104,2,1019,8,46,13867.25,Under Investigation
800459,20251106,1,1013,7,53,18600.36,Closed
800460,20251106,2,1005,7,58,21422.1,Closed
800461,20251106,3,1010,3,73,27650.43,Under Investigation
800462,20251107,5,1003,4,72,18581.9,Under Investigation
800463,20251107,2,1027,2,20,8669.22,Closed
800464,20251109,5,1022,6,55,23139.46,Open
800465,20251109,3,1017,3,39,18962.61,Closed
800466,20251110,4,1013,3,72,34928.43,Open
800467,20251111,2,1025,7,36,15284.96,Closed
800468,20251111,3,1028,1,70,24785.3,Under Investigation
800469,20251111,5,1024,7,9,3011.08,Under Investigation
800470,20251112,2,1027,3,36,13396.56,Closed
800471,20251112,5,1019,8,20,6916.56,Open
800472,20251113,2,1021,6,31,6262.4,Under Investigation
800473,20251113,1,1009,2,17,3612.63,Open
800474,20251113,1,1015,6,8,2400.1,Under Investigation
800475,20251115,5,1028,7,38,7281.92,Under Investigation
800476,20251115,4,1025,6,45,8113.89,Under Investigation
800477,20251118,3,1025,6,15,2723.33,Under Investigation
800478,20251118,4,1017,2,38,12007.78,Under Investigation
800479,20251118,1,1030,5,5,977.59,Open
800480,20251119,1,1024,1,17,3213.12,Open
800481,20251119,4,1016,2,27,13084.78,Open
800482,20251119,2,1004,1,59,21757.95,Under Investigation
800483,20251120,5,1017,1,41,18178.8,Under Investigation
800484,20251120,2,1005,4,53,26012.32,Closed
800485,20251120,5,1030,1,80,26832.08,Open
800486,20251122,2,1023,4,37,11265.18,Under Investigation
800487,20251122,3,1005,1,45,8407.25,Under Investigation
800488,20251123,5,1003,5,25,12016.16,Closed
800489,20251125,1,1004,1,27,5740.81,Open
800490,20251126,4,1015,7,52,17710.85,Closed
800491,20251126,4,1015,3,16,3095.13,Under Investigation
800492,20251129,5,1006,5,53,26226.69,Under Investigation
800493,20251130,4,1006,4,40,14188.13,Under Investigation
800494,20251130,2,1027,8,18,7507.47,Closed
800495,20251201,3,1027,1,67,14424.87,Under Investigation
800496,20251201,3,1009,4,19,7197.32,Under Investigation
800497,20251201,1,1010,2,57,22985.78,Under Investigation
800498,20251203,4,1009,5,5,1793.89,Under Investigation
800499,20251204,5,1029,5,10,3343.6,Open
800500,20251205,1,1030,1,33,15673.57,Closed
800501,20251206,5,1012,3,70,28885.1,Under Investigation
800502,20251207,5,1029,8,45,18511.44,Under Investigation
800503,20251208,2,1006,3,28,13099.69,Under Investigation
800504,20251209,3,1030,3,18,4325.47,Open
800505,20251209,5,1024,4,55,22770.87,Under Investigation
800506,20251209,2,1007,2,48,19681.66,Open
800507,20251210,4,1017,4,18,3617.31,Open
800508,20251210,1,1004,6,74,17113.7,Closed
800509,20251210,1,1026,3,69,16423.92,Open
800510,20251211,1,1009,1,8,2706.65,Under Investigation
800511,20251212,2,1028,7,35,11877.97,Closed
800512,20251214,4,1028,3,67,31154.3,Closed
800513,20251214,5,1020,5,76,19549.64,Open
800514,20251214,3,1010,5,52,23595.2,Open
800515,20251218,5,1006,8,38,13901.08,Closed
800516,20251218,4,1011,8,24,4436.48,Open
800517,20251219,2,1019,8,36,7375.6,Open
800518,20251219,4,1001,8,25,10191.2,Closed
800519,20251219,1,1002,3,62,16233.8,Closed
800520,20251220,5,1009,3,80,32506.17,Closed
800521,20251220,3,1013,1,30,13109.77,Under Investigation
800522,20251221,3,1028,8,5,1565.33,Closed
800523,20251221,2,1024,5,6,1286.3,Closed
800524,20251222,1,1010,6,74,31099.5,Open
800525,20251225,3,1030,5,51,12021.4,Open
800526,20251225,3,1026,4,19,7907.87,Closed
800527,20251225,5,1004,4,7,2343.91,Closed
800528,20251226,3,1025,1,14,4529.76,Open
800529,20251226,5,1026,5,51,25116.36,Under Investigation
800530,20251228,4,1025,5,12,5762.85,Closed
800531,20251229,4,1023,1,63,19049.96,Under Investigation
800532,20251230,1,1023,7,59,16113.28,Under Investigation
800533,20251230,3,1014,7,78,14817.36,Under Investigation
800534,20251230,2,1008,4,11,3227.32,Closed
800535,20251231,4,1010,1,22,8268.24,Closed
800536,20251231,5,1026,3,51,18233.31,Open
800537,20251231,5,1029,8,11,2737.7,Open
