production_id,date_id,shift_id,machine_id,operator_id,part_id,planned_qty,actual_qty,downtime_minutes
100193,20250109,2,101,218,1002,1209,1030,26
100194,20250310,1,102,212,1005,1000,894,44
100195,20250117,1,103,204,1020,833,767,93
100196,20250117,2,105,217,1029,674,563,10
100197,20250326,3,102,215,1029,1178,865,47
100198,20250302,3,105,206,1008,608,467,25
100199,20250312,3,102,216,1007,1018,735,45
100200,20250122,2,103,217,1006,987,853,66
100201,20250203,1,103,203,1011,880,797,79
100202,20250309,1,104,210,1012,735,666,97
100203,20250319,3,102,205,1018,1164,930,49
100204,20250224,2,104,214,1019,717,604,81
100205,20250128,1,102,213,1010,1156,1069,68
100206,20250311,1,104,206,1025,789,734,160
100207,20250330,2,103,212,1029,991,804,86
100208,20250126,1,105,208,1025,657,609,37
100209,20250209,1,104,205,1021,755,668,92
100210,20250221,2,102,215,1014,1035,890,77
100211,20250327,2,102,216,1003,1186,985,67
100212,20250325,2,103,201,1018,880,759,75
100213,20250217,1,102,216,1024,1070,989,55
100214,20250226,2,101,205,1015,1241,1052,58
100215,20250308,1,105,203,1006,572,534,32
100216,20250227,1,104,215,1010,706,663,118
100217,20250116,2,105,213,1027,552,464,26
100218,20250201,2,103,216,1012,848,729,78
100219,20250129,3,104,211,1007,865,610,110
100220,20250109,2,104,202,1017,826,686,110
100221,20250213,2,101,206,1001,1227,1044,24
100222,20250103,1,103,206,1026,935,880,60
100223,20250317,1,102,214,1018,1092,1032,48
100224,20250312,1,101,211,1026,1199,1127,56
100225,20250130,1,101,208,1015,1207,1093,31
100226,20250317,3,105,208,1019,695,519,34
100227,20250129,1,105,201,1028,518,456,12
100228,20250101,3,105,207,1001,503,365,11
100229,20250110,2,101,206,1030,1115,976,45
100230,20250322,3,102,208,1005,1129,822,85
100231,20250108,2,104,219,1015,828,713,134
100232,20250130,2,105,208,1003,679,565,30
100233,20250109,2,102,214,1001,1137,958,49
100234,20250105,1,103,218,1008,871,771,65
100235,20250212,2,105,216,1012,630,550,35
100236,20250110,1,104,209,1027,739,678,130
100237,20250307,1,103,215,1022,950,878,113
100238,20250131,2,103,210,1025,966,825,64
100239,20250205,1,104,216,1019,779,723,110
100240,20250327,3,105,204,1025,514,372,39
100241,20250304,3,101,213,1025,1211,861,59
100242,20250128,3,104,205,1012,855,603,102
100243,20250311,1,104,207,1013,730,643,97
100244,20250117,1,104,209,1028,879,774,143
100245,20250315,3,103,208,1001,888,668,110
100246,20250315,2,102,216,1019,1184,971,63
100247,20250302,3,101,206,1006,1132,877,37
100248,20250201,3,105,216,1008,687,541,34
100249,20250302,3,105,206,1004,507,371,23
100250,20250222,1,102,214,1005,1069,979,56
100251,20250125,1,104,201,1025,882,836,160
100252,20250113,3,101,209,1022,1119,838,52
100253,20250113,1,105,213,1028,592,523,37
100254,20250326,1,105,219,1007,645,575,15
100255,20250225,2,104,217,1023,765,659,153
100256,20250215,3,102,211,1004,1172,905,54
100257,20250224,2,101,208,1020,1289,1083,22
100258,20250222,2,102,205,1004,1003,822,70
100259,20250301,1,102,210,1030,1093,991,49
100260,20250107,2,101,207,1015,1145,1001,22
100261,20250328,3,101,210,1027,1241,968,46
100262,20250325,1,105,204,1021,557,502,23
100263,20250324,2,105,209,1005,684,564,36
100264,20250113,3,101,214,1024,1119,847,27
100265,20250108,2,103,202,1009,928,792,63
100266,20250221,2,105,209,1002,545,445,26
100267,20250213,2,103,201,1027,811,710,64
100268,20250114,1,101,210,1007,1219,1146,39
100269,20250201,1,105,210,1017,583,516,24
100270,20250125,3,102,203,1016,1002,738,58
100271,20250125,3,101,206,1017,1244,968,59
100272,20250310,3,104,206,1020,762,568,155
100273,20250227,3,103,202,1026,926,740,109
100274,20250118,2,101,218,1023,1150,987,54
100275,20250224,2,101,202,1002,1294,1117,29
100276,20250124,3,105,212,1011,501,397,10
100277,20250205,2,105,205,1002,559,471,30
100278,20250301,2,105,207,1001,677,589,40
100279,20250201,3,104,216,1026,785,549,128
100280,20250110,3,105,201,1002,688,531,13
100281,20250226,1,101,201,1029,1152,1056,35
100282,20250312,1,105,217,1023,607,555,11
100283,20250113,1,102,201,1009,1036,963,45
100284,20250107,2,105,213,1022,511,446,38
100285,20250325,1,104,209,1026,833,757,127
100286,20250311,2,102,215,1002,1117,980,45
100287,20250102,2,101,203,1028,1248,1007,28
100288,20250112,1,101,214,1015,1263,1183,24
100289,20250131,2,103,211,1010,951,803,87
100290,20250122,1,102,212,1015,1169,1107,55
100291,20250222,1,103,213,1010,874,785,80
100292,20250304,3,102,213,1029,1100,847,87
100293,20250303,1,102,201,1025,1083,977,57
100294,20250128,1,104,210,1023,759,671,105
100295,20250221,2,103,203,1027,834,719,97
100296,20250108,3,104,204,1017,727,520,101
100297,20250122,1,102,216,1028,1115,1017,66
100298,20250218,2,101,208,1009,1130,952,33
100299,20250101,1,102,216,1018,1115,1005,56
100300,20250219,1,104,217,1004,730,647,118
100301,20250203,2,103,219,1009,980,838,62
100302,20250228,2,103,215,1016,855,741,80
100303,20250206,2,104,216,1004,737,594,111
100304,20250224,2,103,215,1016,891,741,63
100305,20250331,3,105,202,1019,673,491,36
100306,20250313,2,101,211,1001,1144,918,45
100307,20250326,1,101,201,1023,1215,1116,55
100308,20250304,3,101,215,1006,1163,825,26
100309,20250120,1,103,219,1010,835,741,63
100310,20250125,2,103,204,1016,999,877,68
100311,20250207,1,102,211,1004,1050,984,63
100312,20250128,1,102,205,1022,1175,1085,81
100313,20250108,3,101,203,1022,1121,849,36
100314,20250316,3,105,213,1013,519,364,12
100315,20250311,2,102,210,1016,1050,915,68
100316,20250108,2,102,211,1020,1032,833,61
100317,20250210,1,103,218,1030,831,733,89
100318,20250108,1,105,202,1029,512,456,28
100319,20250107,1,101,207,1006,1210,1134,45
100320,20250316,2,102,209,1026,1127,904,83
100321,20250303,2,105,210,1011,609,495,16
100322,20250306,2,105,218,1024,547,449,24
100323,20250309,1,101,207,1029,1138,1004,59
100324,20250121,3,105,207,1003,657,476,19
100325,20250108,2,105,203,1020,627,522,27
100326,20250307,2,105,212,1010,622,500,18
100327,20250111,2,102,207,1029,1098,890,52
100328,20250124,2,101,217,1028,1264,1100,53
100329,20250109,1,105,201,1030,563,520,35
100330,20250318,1,105,205,1001,639,597,22
100331,20250109,3,102,216,1020,1200,925,70
100332,20250328,1,101,215,1011,1239,1158,42
100333,20250131,1,103,202,1026,944,863,84
100334,20250221,1,102,209,1026,1069,954,60
100335,20250116,1,101,207,1012,1252,1120,37
100336,20250314,3,105,204,1014,514,401,25
100337,20250201,2,101,218,1025,1235,1023,57
100338,20250316,2,101,204,1008,1159,1017,26
100339,20250318,1,101,213,1011,1163,1076,37
100340,20250106,2,103,201,1004,936,809,118
100341,20250321,2,101,203,1028,1288,1036,34
100342,20250111,1,103,216,1007,947,889,111
100343,20250223,2,105,204,1010,599,496,36
100344,20250326,1,103,216,1019,844,753,97
100345,20250316,2,105,219,1025,581,502,32
100346,20250314,2,105,201,1026,591,516,10
100347,20250308,1,103,205,1004,980,910,120
100348,20250210,1,102,219,1002,1145,1052,76
100349,20250203,2,104,211,1026,748,648,143
100350,20250127,2,101,213,1021,1238,1021,51
100351,20250327,3,104,205,1018,709,502,109
100352,20250210,2,101,204,1014,1254,1025,53
100353,20250131,1,101,204,1026,1222,1075,59
100354,20250203,1,105,204,1016,551,515,20
100355,20250220,2,101,204,1022,1283,1044,40
100356,20250117,1,101,218,1011,1115,982,57
100357,20250327,2,103,218,1010,980,855,109
100358,20250324,3,104,216,1017,728,571,126
100359,20250208,2,103,209,1014,818,678,120
100360,20250228,1,101,218,1022,1269,1151,26
100361,20250210,2,105,202,1004,586,482,14
100362,20250110,2,103,204,1019,840,721,87
100363,20250102,2,103,212,1002,963,844,101
100364,20250228,3,102,207,1007,1081,775,75
100365,20250321,1,101,215,1009,1277,1203,59
100366,20250314,3,105,207,1028,591,426,28
100367,20250113,3,103,217,1019,844,622,106
100368,20250110,1,103,216,1016,976,879,71
100369,20250310,1,105,219,1022,686,603,32
100370,20250128,1,101,209,1025,1246,1130,56
100371,20250306,1,102,214,1016,1008,899,60
100372,20250203,1,103,217,1018,956,856,96
100373,20250117,2,102,205,1023,1026,897,49
100374,20250214,1,104,202,1021,784,730,110
100375,20250109,1,101,216,1021,1188,1127,30
100376,20250201,3,104,214,1011,862,679,91
100377,20250217,1,104,214,1007,881,816,122
100378,20250206,3,104,201,1009,814,570,106
100379,20250121,1,101,203,1004,1163,1079,42
100380,20250226,1,101,207,1025,1165,1089,20
100381,20250311,2,105,215,1030,512,425,33
100382,20250208,2,102,219,1013,1107,971,66
100383,20250320,3,102,202,1027,1126,887,62
100384,20250325,2,105,219,1026,639,530,36
100385,20250309,3,105,209,1025,622,484,28
100386,20250102,1,104,219,1029,866,808,108
100387,20250327,1,105,205,1004,541,493,35
100388,20250312,3,103,218,1019,808,589,80
100389,20250208,3,102,216,1002,1066,847,44
100390,20250326,3,105,204,1009,587,420,22
100391,20250114,2,103,212,1012,841,722,95
100392,20250118,1,103,207,1002,823,743,99
100393,20250203,3,103,214,1006,923,711,87
100394,20250115,1,103,212,1005,967,862,116
100395,20250114,3,104,203,1030,811,580,92
100396,20250312,3,103,205,1005,884,636,72
100397,20250120,2,104,217,1020,804,688,149
100398,20250204,3,104,210,1022,767,587,118
100399,20250206,3,103,210,1005,860,610,85
100400,20250319,1,102,211,1027,1146,1052,71
100401,20250127,3,103,217,1004,839,591,60
100402,20250213,2,103,205,1029,909,733,112
100403,20250127,3,103,213,1009,969,738,90
100404,20250329,1,102,210,1029,1051,932,53
100405,20250323,3,101,209,1022,1143,873,25
100406,20250203,1,101,217,1027,1221,1146,39
100407,20250306,1,104,201,1010,900,817,142
100408,20250304,3,104,204,1016,869,631,149
100409,20250202,1,102,204,1010,1099,981,64
100410,20250107,1,105,218,1029,594,530,11
100411,20250112,3,101,209,1010,1167,868,36
100412,20250323,3,104,218,1029,757,593,152
100413,20250224,2,101,214,1019,1115,905,26
100414,20250205,2,102,215,1010,1021,871,74
100415,20250106,2,102,206,1006,1105,969,77
100416,20250101,1,105,210,1030,558,512,36
100417,20250212,1,105,215,1017,599,561,23
100418,20250117,2,102,204,1005,1137,972,70
100419,20250323,3,104,218,1026,846,666,140
100420,20250203,3,101,218,1006,1176,832,22
100421,20250121,3,103,217,1027,928,702,93
100422,20250226,1,105,212,1024,646,599,29
100423,20250312,2,103,207,1027,837,677,108
100424,20250224,1,104,216,1015,814,726,101
100425,20250313,2,105,211,1025,554,479,14
100426,20250102,2,103,214,1027,810,675,103
100427,20250115,3,104,203,1019,811,584,160
100428,20250110,1,101,219,1018,1137,1066,36
100429,20250330,1,104,218,1029,781,737,88
100430,20250120,1,105,210,1004,522,473,22
100431,20250311,3,102,206,1008,1141,835,57
100432,20250105,2,101,213,1027,1233,1031,20
100433,20250217,1,103,210,1016,979,904,93
100434,20250316,1,105,218,1024,700,636,23
100435,20250312,2,102,216,1019,1038,842,77
100436,20250119,1,104,206,1020,849,792,92
100437,20250225,3,102,213,1003,1027,776,46
100438,20250117,2,105,204,1010,573,498,38
100439,20250106,1,105,214,1002,588,553,18
100440,20250209,1,102,201,1004,1098,1016,76
100441,20250216,3,104,205,1006,855,638,102
100442,20250106,1,102,208,1011,1070,971,79
100443,20250215,1,105,212,1014,655,607,22
100444,20250127,3,105,202,1016,509,376,38
100445,20250329,3,103,212,1027,884,679,63
100446,20250201,3,103,205,1021,990,740,77
100447,20250327,3,101,205,1019,1195,838,39
100448,20250114,1,105,213,1002,579,520,25
100449,20250215,1,103,209,1025,978,907,115
100450,20250313,3,102,210,1017,1058,754,87
100451,20250222,2,104,201,1009,813,700,121
100452,20250321,2,102,203,1017,1068,916,78
100453,20250120,3,104,218,1015,865,613,136
100454,20250131,1,103,212,1030,854,806,86
100455,20250121,2,101,203,1007,1289,1081,53
100456,20250123,1,102,209,1022,1095,1026,72
100457,20250222,2,102,202,1023,1040,837,85
100458,20250104,1,102,203,1019,1129,1025,89
100459,20250123,1,104,214,1030,834,785,83
100460,20250212,1,103,204,1003,844,754,113
100461,20250222,2,102,219,1029,1051,911,55
100462,20250327,2,102,213,1027,1008,843,63
100463,20250201,2,101,207,1001,1280,1044,43
100464,20250204,3,101,212,1004,1218,914,60
100465,20250121,1,103,203,1028,831,770,75
100466,20250331,1,103,209,1018,895,818,88
100467,20250114,3,105,202,1026,545,433,25
100468,20250218,1,101,209,1008,1250,1148,42
100469,20250105,3,105,212,1019,541,424,18
100470,20250302,1,104,212,1023,891,835,91
100471,20250129,3,105,215,1023,572,401,11
100472,20250126,1,102,202,1028,1041,978,89
100473,20250228,3,105,218,1025,554,435,30
100474,20250214,2,103,213,1006,857,732,77
100475,20250209,3,104,214,1001,866,641,82
100476,20250130,1,102,205,1008,1199,1136,83
100477,20250129,2,105,210,1001,502,420,14
100478,20250104,3,104,212,1019,865,620,81
100479,20250326,2,104,210,1011,757,620,119
100480,20250125,2,102,211,1021,1182,1037,81
100481,20250221,2,105,202,1024,570,475,22
100482,20250212,2,104,205,1025,789,660,107
100483,20250205,2,104,207,1015,819,674,146
100484,20250109,2,101,206,1023,1259,1047,26
100485,20250205,3,104,203,1025,701,526,127
100486,20250214,1,101,213,1011,1243,1150,58
100487,20250324,1,105,203,1019,572,515,13
100488,20250307,3,105,206,1029,623,440,18
100489,20250221,3,105,211,1021,663,485,18
100490,20250328,2,103,217,1010,866,738,120
100491,20250310,2,105,210,1024,666,548,14
100492,20250212,1,104,212,1012,832,776,87
100493,20250104,1,102,217,1001,1153,1047,60
100494,20250115,2,101,204,1024,1274,1033,21
100495,20250203,1,103,202,1007,967,884,78
100496,20250123,2,105,211,1017,566,493,22
100497,20250316,1,105,207,1029,599,558,28
100498,20250203,3,102,202,1029,1181,944,52
100499,20250105,3,102,218,1026,1087,839,54
100500,20250114,2,103,204,1028,975,821,110
100501,20250318,2,101,208,1010,1221,1065,42
100502,20250225,1,105,214,1028,629,566,15
100503,20250214,3,103,212,1006,968,762,71
100504,20250210,2,104,218,1017,775,626,96
100505,20250225,1,104,211,1018,889,798,151
100506,20250319,3,103,208,1005,995,787,120
100507,20250307,3,105,202,1018,674,532,30
100508,20250115,3,103,215,1030,822,593,74
100509,20250219,2,105,209,1026,690,600,23
100510,20250315,2,102,219,1017,1084,899,77
100511,20250125,2,103,208,1022,875,732,67
100512,20250202,3,105,219,1016,620,437,30
100513,20250106,3,103,205,1008,949,719,99
100514,20250225,1,103,211,1024,818,746,72
100515,20250101,1,105,215,1013,628,557,31
100516,20250308,1,105,208,1029,597,547,23
100517,20250310,3,101,219,1024,1113,876,29
100518,20250329,3,103,208,1016,835,667,81
100519,20250327,1,104,219,1011,804,763,138
100520,20250126,2,103,218,1006,836,689,105
100521,20250216,1,103,210,1027,846,790,91
100522,20250225,3,105,207,1003,585,446,15
100523,20250109,3,103,209,1001,880,671,60
100524,20250327,3,103,201,1018,915,665,108
100525,20250212,2,104,219,1005,898,730,100
100526,20250321,2,105,205,1013,625,539,34
100527,20250210,1,103,219,1010,822,730,87
100528,20250326,1,102,201,1005,1162,1057,67
100529,20250116,3,101,215,1026,1222,902,22
100530,20250208,3,104,216,1014,836,601,127
100531,20250306,3,103,207,1017,803,633,108
100532,20250209,3,102,212,1001,1135,816,83
100533,20250327,2,103,208,1025,801,680,75
100534,20250222,3,103,205,1002,857,659,82
100535,20250211,3,105,210,1007,579,412,22
100536,20250221,3,105,205,1010,628,476,15
100537,20250331,1,105,217,1020,516,483,19
100538,20250207,2,102,205,1007,1074,898,73
100539,20250312,1,103,215,1024,952,872,87
100540,20250117,3,101,213,1016,1275,1019,41
100541,20250125,2,104,201,1005,825,683,104
100542,20250223,1,105,211,1029,542,512,39
100543,20250327,2,105,201,1028,603,483,17
100544,20250218,2,103,211,1012,986,866,73
100545,20250328,1,103,218,1017,987,870,92
100546,20250123,1,102,218,1016,1043,926,85
100547,20250320,2,102,216,1020,1166,1006,64
100548,20250314,2,105,213,1026,663,543,27
100549,20250208,3,103,207,1016,959,675,63
100550,20250221,2,101,201,1019,1269,1026,21
100551,20250312,3,104,216,1026,712,547,133
100552,20250101,2,103,201,1015,913,758,95
100553,20250208,2,103,217,1012,864,723,69
100554,20250206,3,102,206,1021,1052,809,80
100555,20250127,2,104,202,1010,702,578,92
100556,20250225,1,105,217,1029,669,613,29
100557,20250316,1,103,206,1026,955,887,86
100558,20250319,3,105,214,1029,526,395,29
100559,20250325,2,103,218,1022,830,682,110
100560,20250211,2,105,206,1002,527,442,29
100561,20250301,1,104,210,1007,751,701,146
100562,20250226,1,102,218,1013,1051,951,66
100563,20250226,1,104,209,1003,775,690,150
100564,20250328,1,101,208,1015,1227,1157,50
100565,20250128,2,102,210,1001,1084,887,40
100566,20250307,1,104,217,1026,871,771,94
100567,20250302,2,101,206,1003,1246,1063,29
100568,20250122,3,103,214,1025,823,640,64
100569,20250326,1,103,206,1010,985,916,117
100570,20250111,2,105,207,1027,565,481,24
100571,20250206,3,102,212,1027,1075,780,43
100572,20250307,1,103,203,1015,825,772,115
100573,20250326,2,102,214,1022,1010,876,63
100574,20250323,3,103,219,1027,973,711,107
100575,20250321,3,105,216,1006,529,375,34
100576,20250212,1,104,207,1020,711,626,97
100577,20250112,3,105,208,1015,669,511,20
100578,20250131,2,101,218,1024,1191,1038,59
100579,20250328,1,103,213,1021,868,817,65
100580,20250209,2,101,209,1007,1195,1033,31
100581,20250129,3,101,210,1025,1129,835,49
100582,20250126,2,102,209,1029,1069,926,84
100583,20250119,1,103,215,1029,922,862,101
100584,20250104,2,101,202,1030,1142,923,23
100585,20250106,1,104,213,1021,740,656,155
100586,20250201,1,101,202,1027,1223,1144,48
100587,20250302,1,104,219,1030,746,688,125
100588,20250320,1,102,202,1005,1156,1019,83
100589,20250110,1,101,203,1030,1286,1219,28
100590,20250228,1,105,206,1004,623,588,13
100591,20250223,2,102,203,1022,1105,922,44
100592,20250322,1,104,210,1018,766,709,81
100593,20250315,1,102,206,1003,1180,1110,73
100594,20250125,3,101,216,1017,1296,1003,56
100595,20250331,2,103,217,1018,857,752,102
100596,20250219,2,103,219,1018,886,745,104
100597,20250305,1,104,203,1024,879,811,135
100598,20250221,1,104,218,1024,869,808,141
100599,20250201,1,103,207,1002,888,822,101
100600,20250119,1,104,209,1013,798,710,151
100601,20250325,1,102,212,1030,1156,1021,81
100602,20250330,1,105,205,1022,540,494,25
100603,20250101,1,105,203,1015,626,588,12
100604,20250114,1,102,211,1005,1192,1089,55
100605,20250224,2,105,204,1003,584,512,11
100606,20250129,1,101,205,1005,1229,1100,44
100607,20250123,1,102,201,1005,1103,1033,45
100608,20250331,2,104,218,1005,817,682,153
100609,20250308,2,102,212,1003,1114,899,71
100610,20250301,1,103,213,1003,914,824,91
100611,20250107,3,104,209,1020,890,681,93
100612,20250313,2,103,202,1023,903,752,95
100613,20250201,1,104,205,1028,840,739,91
100614,20250116,3,105,213,1028,654,520,30
