rejection_id,production_id,defect_id,rejected_qty,rework_qty,rejection_cost
502048,100675,1,9,5,663.91
502053,100676,1,15,0,2038.29
502056,100677,1,23,0,3773.88
502070,100681,1,8,5,950.14
502083,100685,1,10,4,1433.02
502086,100686,1,27,4,2393.07
502095,100690,1,26,4,3310.07
502101,100692,1,19,3,2264.83
502117,100697,1,15,2,1073.85
502123,100699,1,4,4,217.29
502132,100703,1,6,2,778.56
502134,100704,1,23,8,2155.02
502147,100709,1,21,3,2095.27
502157,100712,1,30,1,5759.12
502162,100713,1,30,6,2446.62
502177,100718,1,9,6,1739.91
502181,100719,1,12,8,2308.11
502214,100729,1,4,7,376.72
502226,100733,1,13,7,601.13
502233,100736,1,23,2,4025.58
502250,100742,1,2,2,350.85
502256,100744,1,14,3,1602.06
502274,100750,1,25,2,2538
502281,100752,1,10,2,964.89
502284,100754,1,22,7,2296.92
502297,100758,1,10,10,604.36
502300,100759,1,6,1,246.31
502304,100760,1,5,6,502.59
502305,100761,1,7,6,1089.1
502314,100763,1,17,9,2293.26
502317,100764,1,8,5,870.03
502321,100765,1,30,2,1559.37
502327,100767,1,25,7,4659.97
502337,100771,1,9,5,1169.9
502340,100772,1,8,1,1013.13
502344,100773,1,28,7,2433.87
502355,100777,1,29,5,3749.55
502373,100783,1,23,1,2896.06
502379,100785,1,20,4,1161.26
502386,100787,1,5,9,468.19
502391,100789,1,20,6,1745.43
502397,100791,1,30,5,3825.5
502406,100793,1,10,8,941.14
502407,100794,1,9,7,387.15
502419,100799,1,20,2,2988.32
502425,100801,1,19,7,1153.22
502437,100806,1,1,8,53.31
502441,100807,1,7,4,376.1
502454,100812,1,3,6,229.93
502462,100814,1,8,2,579.76
502464,100815,1,30,8,3735.13
502485,100822,1,21,7,1984.01
502487,100823,1,3,0,432.58
502495,100825,1,19,6,2099.36
502521,100833,1,5,3,932.22
502523,100834,1,25,1,2675.74
502538,100838,1,25,4,1322.46
502543,100840,1,9,1,1350.64
502564,100847,1,28,6,1147.62
502604,100861,1,25,8,3789.5
502611,100863,1,23,9,4380.34
502615,100864,1,25,10,3429.88
502633,100869,1,14,5,2261.35
502638,100870,1,27,1,4589.71
502642,100872,1,19,5,1834.18
502654,100876,1,2,2,272.25
502664,100880,1,29,3,2518.25
502669,100881,1,25,1,4990.51
502673,100883,1,13,8,662.08
502675,100884,1,19,6,2066
502690,100889,1,25,10,1937.08
502693,100890,1,30,2,2597.69
502695,100891,1,2,9,137.1
502705,100894,1,7,5,638.16
502708,100895,1,22,2,1677.17
502732,100902,1,11,7,567.37
502737,100903,1,24,2,1564.82
502746,100905,1,6,1,557.77
502754,100908,1,1,7,56.02
502759,100909,1,4,10,333.98
502770,100913,1,3,3,553.15
502779,100916,1,1,4,145.88
502782,100917,1,1,7,127.04
502807,100924,1,18,5,2194.49
502814,100927,1,29,6,1368.62
502817,100928,1,27,4,1318.79
502822,100929,1,10,9,454.71
502833,100932,1,7,1,450.56
502836,100934,1,11,7,1902.63
502846,100937,1,13,10,2343.34
502849,100938,1,15,9,2547.42
502861,100942,1,15,5,796.41
502869,100945,1,22,5,2920.34
502875,100946,1,16,3,2791.81
502878,100947,1,22,8,1805.42
502890,100952,1,10,4,1603.82
502896,100953,1,24,9,3440.27
502900,100954,1,29,1,2480.09
502903,100956,1,7,5,1041.71
502910,100958,1,29,10,2777.79
502917,100960,1,5,2,375.09
502924,100963,1,8,10,657.83
502926,100964,1,26,9,3524.87
502928,100965,1,23,10,1795.43
502942,100971,1,12,0,1083.4
502951,100974,1,16,7,1629.48
502966,100980,1,8,5,1458.19
502979,100984,1,7,8,1211.58
502987,100986,1,1,8,57.12
502997,100989,1,13,6,2045.22
503012,100993,1,9,6,1527.33
503020,100996,1,4,8,459.42
503031,100999,1,13,4,1455.05
503037,101001,1,5,9,635.17
503041,101002,1,15,6,885.99
503044,101004,1,29,9,2642.14
503051,101005,1,10,1,742.18
503066,101010,1,24,8,2901.67
503077,101014,1,12,6,2387.09
503084,101016,1,26,4,3468.95
503087,101017,1,3,5,391.93
503109,101024,1,27,8,2256.99
503110,101025,1,29,5,3695.62
503114,101026,1,3,0,553.63
503123,101029,1,27,2,3046.16
503127,101030,1,21,0,2481.36
503144,101036,1,19,1,2504.11
503154,101039,1,21,10,4196.28
503160,101041,1,23,3,1351.54
503198,101053,1,4,0,557.97
503200,101054,1,8,10,970.81
503203,101055,1,11,1,1303.49
503213,101058,1,18,6,3129.39
503218,101060,1,28,3,4809.96
503226,101062,1,30,6,4040.05
503248,101070,1,14,7,1617.73
503258,101073,1,12,1,1909.06
503266,101075,1,13,8,583.25
503275,101077,1,5,3,843.71
503280,101079,1,23,8,3253
503283,101080,1,7,6,688.68
503284,101081,1,2,1,182.94
503293,101083,1,21,5,4144.15
503296,101084,1,23,1,1928.62
503303,101087,1,25,5,4724.35
503308,101088,1,4,4,554.73
503322,101093,1,26,8,4129.98
503324,101094,1,6,10,824.88
503329,101095,1,4,8,788.75
503338,101099,1,26,0,4437.28
503345,101101,1,30,5,5383.78
503349,101102,1,25,3,2843.42
503353,101104,1,4,2,321.71
503369,101109,1,28,0,3990.7
503374,101110,1,30,0,5855.14
503381,101112,1,15,4,943.32
503385,101114,1,1,3,91.09
503392,101116,1,5,6,793.87
503401,101119,1,22,10,1129.95
503407,101120,1,19,2,816.81
503409,101121,1,28,8,2760.86
503411,101122,1,22,3,3218.62
503414,101123,1,4,10,236.51
503419,101124,1,3,4,346.75
503430,101129,1,27,10,3455.52
503436,101130,1,1,3,171.89
503450,101136,1,23,1,1038.41
503455,101137,1,29,1,3690.93
503458,101139,1,25,0,3982.78
503465,101141,1,22,5,2266.49
503468,101142,1,24,6,1108.46
503472,101144,1,15,6,2208.21
503486,101149,1,14,2,2124.04
503492,101152,1,17,8,2590.74
503509,101157,1,27,5,3788.69
503530,101164,1,25,10,4154.4
503532,101165,1,18,10,2532.81
503537,101166,1,29,3,4608.3
503542,101168,1,30,9,2860.91
503550,101171,1,8,5,512.34
503560,101174,1,16,2,1218.8
503564,101176,1,26,6,1832.73
503592,101184,1,15,3,2939.66
503596,101186,1,30,7,1846.13
503600,101187,1,29,4,1464.25
503602,101188,1,2,7,200.91
503608,101189,1,25,7,2659.21
503611,101190,1,5,6,917.42
503615,101191,1,5,9,317.6
503620,101193,1,9,3,629.05
503630,101196,1,5,8,961.6
503656,101206,1,5,3,558.29
503703,101221,1,4,10,617.62
503707,101223,1,22,9,3889.96
503711,101224,1,17,8,865.03
503714,101226,1,2,1,369.76
503722,101228,1,25,7,1266.87
503732,101231,1,19,2,2824.08
503734,101232,1,15,6,2986.08
503740,101234,1,11,8,2058.62
503750,101238,1,14,5,1952.33
503756,101240,1,19,7,2483.16
503759,101241,1,11,3,2134.95
503762,101242,1,30,9,1214.01
503774,101247,1,21,10,872.28
503779,101248,1,11,8,1957.19
503793,101253,1,12,0,2318.96
503796,101254,1,8,9,1438.37
503799,101255,1,15,7,1532.21
503811,101258,1,2,0,280.47
503817,101260,1,11,4,1252.09
503826,101263,1,12,2,1247.04
503830,101265,1,23,6,2461.45
503835,101267,1,25,9,3491.62
503839,101268,1,25,3,3950.65
503842,101269,1,5,1,945.23
503857,101274,1,26,7,3224.7
503859,101275,1,14,6,2077.65
503884,101284,1,4,0,280.06
503905,101290,1,11,10,868.71
503919,101295,1,6,5,401.31
503923,101296,1,23,5,2347.2
503936,101301,1,26,7,4586.97
503954,101307,1,29,1,5309.33
503980,101316,1,14,5,2200.01
503984,101317,1,26,6,2852.43
503986,101318,1,26,5,1639.46
503990,101319,1,12,2,499.07
504002,101322,1,5,3,507.06
504008,101325,1,8,9,1297.95
504013,101326,1,10,0,490.71
504016,101327,1,28,6,1181.56
504024,101329,1,21,4,1503.68
504026,101330,1,23,4,4590.32
504029,101332,1,18,3,2519.42
504033,101333,1,11,8,948.76
504040,101335,1,19,2,2643.51
504056,101340,1,4,3,387.64
504069,101344,1,7,8,1369.16
504077,101347,1,6,5,942.73
504081,101349,1,10,1,401.76
504085,101350,1,3,0,281.49
504088,101351,1,25,2,3949.97
504092,101352,1,23,2,4045.51
504108,101357,1,20,9,3495.37
504112,101358,1,11,6,829.29
504116,101359,1,15,7,1362.41
504117,101360,1,12,8,1792.84
504123,101361,1,28,1,3924.5
504129,101364,1,13,2,2332.18
504135,101366,1,3,9,332.27
504138,101367,1,10,9,1339.32
504150,101371,1,29,3,1998.15
504155,101373,1,7,10,640.8
504163,101376,1,18,1,1830.33
504166,101377,1,16,8,2521.55
504187,101384,1,29,0,1901.57
504205,101390,1,28,3,3914.34
504208,101391,1,6,4,1008.98
504213,101392,1,15,9,1381.51
504237,101401,1,21,10,3689.31
504243,101402,1,20,6,2459.31
504244,101403,1,9,6,595.93
504252,101406,1,30,4,2703.55
504257,101408,1,26,5,1798.39
504272,101413,1,25,8,1893.03
504276,101414,1,12,3,671.18
504277,101415,1,23,1,1341.55
504281,101416,1,11,0,1423.42
504283,101417,1,14,4,2287.16
504287,101418,1,28,0,1191.2
504294,101420,1,23,0,3869.55
504310,101425,1,12,7,708.64
504311,101426,1,14,8,2440.81
504318,101427,1,12,9,991.26
504327,101430,1,17,0,1549.11
504334,101433,1,10,7,1271.71
504350,101438,1,5,9,412.23
504361,101442,1,13,2,1589.94
504379,101449,1,17,1,1565.69
504392,101453,1,20,3,1027.46
504402,101457,1,13,7,1323.09
504406,101458,1,7,1,778.13
504409,101459,1,24,0,3603.03
504416,101461,1,11,3,515.36
504425,101464,1,15,1,1676.83
504435,101468,1,10,3,1347.72
504444,101472,1,25,7,3199.43
504456,101475,1,10,7,903.16
504458,101476,1,20,6,1250.87
504461,101477,1,5,1,738.07
504466,101479,1,14,4,1147.26
504484,101485,1,18,0,2728.03
504489,101486,1,16,5,1388.34
504496,101488,1,25,8,4222.06
504509,101492,1,21,3,2252.16
504513,101494,1,10,10,764.6
504515,101495,1,28,3,2176.51
504538,101503,1,17,10,2506.92
504549,101506,1,8,7,1345.73
504555,101509,1,5,9,619.47
504558,101510,1,8,6,1472.08
504563,101511,1,20,4,3331.63
504575,101515,1,24,7,1598.98
504576,101516,1,20,4,1456.13
504581,101518,1,11,6,2074.64
504592,101521,1,20,5,1240.11
504601,101524,1,21,8,1882.64
504602,101525,1,13,7,1977.32
504620,101531,1,20,4,2822.32
504628,101533,1,27,5,3528.62
504633,101535,1,21,7,2954.84
504635,101536,1,1,4,98.42
504642,101537,1,23,9,4542.04
504653,101542,1,26,9,2079.95
504660,101545,1,27,9,4793.16
504676,101551,1,20,9,3187.64
504696,101558,1,29,9,4317.89
504716,101565,1,16,6,1168.64
504725,101568,1,10,10,839.45
504737,101573,1,4,4,359.98
504742,101575,1,20,5,1128.12
504750,101578,1,5,2,437.02
504762,101581,1,27,9,2767.3
504764,101582,1,29,0,2341.92
504788,101590,1,9,3,536.27
504789,101591,1,9,2,578.1
504793,101592,1,23,4,3001.35
504814,101600,1,7,8,421.41
504818,101602,1,21,8,2559.95
504837,101608,1,20,3,1521.47
504847,101611,1,26,5,4646.58
504857,101615,1,7,3,638.12
504866,101619,1,6,0,896.09
504869,101620,1,18,5,1399.46
504873,101621,1,16,3,1439.69
504876,101622,1,22,9,3928.49
504880,101623,1,15,10,2765.65
504882,101624,1,25,9,4880.36
504888,101625,1,25,4,1131.67
504890,101626,1,28,5,2066.66
504894,101627,1,23,1,2224.38
504906,101632,1,14,9,745.79
504917,101635,1,25,4,4430.59
504919,101636,1,26,1,2207.8
504932,101640,1,9,8,388.85
504942,101643,1,26,6,4008.84
504956,101649,1,5,3,433.4
504960,101651,1,20,8,3091.42
504964,101652,1,2,2,150.31
504984,101660,1,12,3,1998.08
504995,101664,1,1,1,57.1
504999,101665,1,23,4,2788.21
505001,101666,1,24,2,1661.86
505003,101667,1,4,1,392.99
505015,101670,1,28,7,3312.84
505020,101671,1,20,3,1705.82
505023,101672,1,26,7,4522
505026,101673,1,19,3,1864.69
505045,101680,1,21,6,3005.35
505050,101682,1,12,3,1031.21
505054,101683,1,15,9,2214.91
505057,101684,1,25,1,4592.34
505060,101685,1,16,1,1424.4
505066,101686,1,30,3,4741.6
505081,101691,1,27,5,4522.93
505087,101694,1,7,5,1070.23
505090,101695,1,3,8,374.96
505096,101697,1,12,7,2155.95
505101,101698,1,4,10,702.47
505109,101700,1,9,10,1529.15
505117,101703,1,20,3,1465.72
505126,101705,1,12,6,2103.76
505135,101708,1,17,9,3111.08
505138,101709,1,15,7,2763.36
505152,101714,1,7,10,753.01
505156,101715,1,11,9,1944.93
505157,101716,1,18,6,1290.98
505162,101717,1,11,1,702.4
505170,101720,1,9,8,556.92
505177,101723,1,12,10,1250.59
505183,101724,1,24,10,4666.49
505202,101729,1,8,4,405.65
505208,101731,1,21,7,3280.76
505218,101734,1,7,6,1089.83
505219,101735,1,26,0,2043.53
505224,101736,1,17,9,3377.05
505237,101741,1,21,10,1439.47
505241,101743,1,4,4,320.09
505245,101744,1,3,10,404.3
505250,101746,1,2,2,391.13
505267,101752,1,15,4,805.42
505280,101756,1,27,10,2295.75
505301,101765,1,22,3,2574.36
505302,101766,1,10,8,1565.3
505322,101773,1,21,0,1969.97
505330,101776,1,12,3,1653.91
505351,101782,1,21,2,2531.25
505355,101783,1,2,7,370.6
505361,101785,1,29,6,1747.85
505369,101788,1,9,4,1602.88
505380,101791,1,28,1,5544.4
505387,101794,1,28,1,3624.86
505402,101799,1,9,1,1618.39
505420,101804,1,19,5,2146.38
505424,101805,1,29,4,2639.75
505427,101806,1,27,10,1644.77
505434,101808,1,20,6,1688.14
505436,101809,1,8,3,1087.5
505457,101814,1,26,9,2486.46
505460,101815,1,2,8,273.22
505480,101822,1,4,5,699.13
505492,101826,1,11,7,1547.96
505493,101827,1,22,4,1296.9
505514,101835,1,23,0,2773.62
505520,101837,1,12,4,834.41
505534,101842,1,13,4,963.54
505557,101850,1,15,10,2270.18
505562,101852,1,17,1,1063.92
505574,101857,1,3,9,163.25
505578,101858,1,18,8,2268.97
505581,101859,1,30,6,5207.58
505595,101863,1,1,5,63.44
505597,101864,1,13,1,1398.7
505601,101865,1,13,3,1472.12
505613,101870,1,27,3,1504.34
505619,101872,1,8,7,683.5
505625,101874,1,16,6,1249
505626,101875,1,11,10,1739.38
505633,101877,1,10,6,1763.53
505639,101879,1,28,6,4994.1
505643,101880,1,17,3,1215.51
505650,101882,1,2,1,350.38
505657,101884,1,16,5,1150.19
505682,101892,1,20,7,1750.24
505689,101894,1,1,10,95.63
505703,101901,1,17,2,686.74
505714,101905,1,11,10,1609.66
505728,101910,1,25,0,2656.03
505729,101911,1,1,0,75.95
505733,101912,1,19,4,2749.08
505735,101913,1,2,5,100.28
505742,101915,1,25,9,2110.22
505748,101918,1,2,3,176.54
505753,101920,1,30,0,4872.09
505755,101921,1,28,10,3871.92
505760,101923,1,10,4,1338.22
505772,101927,1,7,7,512.99
505785,101932,1,28,7,2290.47
505799,101936,1,10,10,1794.18
505807,101938,1,23,2,3534.13
505812,101940,1,5,3,751.95
505818,101942,1,28,8,2465.42
505826,101945,1,9,1,1261.6
505829,101946,1,13,6,754.06
505831,101947,1,15,8,1533.01
505835,101948,1,26,2,2502.72
505839,101949,1,28,9,4231.49
505844,101951,1,13,1,555.36
505850,101953,1,20,3,862.68
505865,101959,1,22,9,1488.05
505874,101962,1,24,4,4120.05
505878,101963,1,15,5,665.63
505889,101967,1,22,8,3991.88
505899,101970,1,24,1,4364.53
505904,101971,1,21,10,1964.14
505905,101972,1,13,2,1248.03
505907,101973,1,22,8,1793.05
505928,101981,1,8,5,1178.27
505932,101983,1,8,8,538.54
505935,101984,1,10,6,991.32
505947,101989,1,20,7,1161.78
505957,101992,1,15,2,2154.04
505972,101997,1,9,9,1769.54
505978,101999,1,13,4,1574.23
505983,102001,1,10,0,1941.03
505987,102002,1,16,5,3084.09
505996,102006,1,23,9,1241.59
506007,102010,1,17,10,2577.47
506012,102011,1,19,5,1005.35
506020,102013,1,28,7,1481.19
506028,102015,1,6,1,1020.06
506032,102016,1,19,4,1687.79
506033,102017,1,4,4,727.97
506040,102019,1,20,10,1758.22
506044,102020,1,8,5,478.5
506054,102024,1,7,9,487.05
506073,102029,1,25,5,3196.82
506088,102033,1,14,8,2052.71
506096,102036,1,10,5,868.64
506100,102038,1,8,10,792.6
506107,102039,1,25,3,3270.48
506121,102044,1,13,10,2162.99
506125,102045,1,12,5,1271.22
506136,102048,1,25,4,1181.16
506140,102050,1,29,10,1842.28
506144,102051,1,4,9,303.63
506152,102054,1,7,9,344.41
506156,102056,1,15,7,1596.32
506158,102057,1,28,5,5562.59
506161,102058,1,10,1,1485.62
506166,102059,1,30,7,3926.49
506168,102060,1,11,6,1791.25
506192,102069,1,27,6,4149.28
506201,102073,1,2,1,353.41
506209,102076,1,18,2,1972.71
506216,102078,1,5,10,223.23
506222,102080,1,14,9,2692.98
506230,102083,1,30,8,3198.33
506238,102085,1,29,8,3162.37
506243,102086,1,25,1,3714.56
506259,102091,1,1,1,56.43
506267,102093,1,22,10,3052.71
506276,102095,1,14,3,2367.21
506278,102096,1,25,8,4886.52
506291,102100,1,21,0,3163.89
506295,102102,1,7,10,773.53
506311,102107,1,4,10,677.26
506316,102109,1,19,0,2067.19
506321,102110,1,6,3,919.55
506324,102111,1,14,2,1571.11
506339,102116,1,30,6,1701.55
506351,102120,1,21,6,2714.52
506359,102122,1,16,6,1495.93
506362,102123,1,26,3,3781.91
506368,102126,1,2,4,278.88
506383,102131,1,18,2,2729.91
506404,102140,1,16,10,853.81
506418,102144,1,10,2,794.81
506421,102145,1,5,2,927.9
506435,102149,1,26,3,4766.88
506438,102150,1,5,6,906.7
506471,102160,1,17,4,1731.64
506473,102161,1,26,8,2670.37
506476,102162,1,14,10,2069.77
506487,102166,1,8,3,1424.46
506496,102169,1,13,6,2458.1
506504,102171,1,21,8,4066.33
506508,102172,1,7,1,905.66
506524,102177,1,21,10,1356.53
506535,102181,1,5,5,212.74
506542,102183,1,8,1,908.01
506543,102184,1,21,9,3733.17
506549,102187,1,20,8,3643.44
506561,102190,1,19,1,3307.47
506565,102192,1,10,0,630.35
506568,102193,1,8,8,1577.56
506580,102197,1,18,6,808.93
506585,102198,1,21,3,2856.19
506590,102200,1,26,0,2560.89
506596,102201,1,6,10,770.38
506606,102204,1,6,4,881.24
506613,102206,1,25,2,3771.37
506614,102207,1,23,8,1755.81
506622,102209,1,8,6,437.16
506635,102214,1,22,6,1677.29
506641,102216,1,6,10,337.43
506657,102222,1,2,5,343.66
506669,102227,1,24,9,2627.44
506674,102228,1,11,0,1239.49
506682,102231,1,3,9,241.63
506699,102236,1,10,9,1565.78
506706,102238,1,2,8,188.06
506720,102243,1,8,2,1175.09
506742,102252,1,4,9,523.22
